Year,County,PDI,PDIDescription,Count_ICD9,Population_ICD9,ObsRate_ICD9,RiskAdjRate_ICD9,Count_ICD10,Population_ICD10,ObsRate_ICD10,RiskAdjRate_ICD10,AnnotationCode,AnnotationDesc
2014,Sonoma,9,Low Birth Weight (<2500 grams),256,"4,874",52.5,52.5,,,,,,
2015,Sonoma,9,Low Birth Weight (<2500 grams),191,"3,578",53.4,53.3,,,,,,
2005,Sonoma,14,Asthma (Age 2-17),66,"96,690",68.3,69.6,,,,,,
2006,Sonoma,14,Asthma (Age 2-17),59,"95,516",61.8,62.7,,,,,,
2007,Sonoma,14,Asthma (Age 2-17),49,"95,018",51.6,52.3,,,,,,
2008,Sonoma,14,Asthma (Age 2-17),40,"95,397",41.9,42.3,,,,,,
2009,Sonoma,14,Asthma (Age 2-17),51,"95,852",53.2,53.5,,,,,,
2010,Sonoma,14,Asthma (Age 2-17),54,"96,097",56.2,56.1,,,,,,
2011,Sonoma,14,Asthma (Age 2-17),44,"95,103",46.3,46,,,,,,
2012,Sonoma,14,Asthma (Age 2-17),56,"93,610",59.8,59.7,,,,,,
2013,Sonoma,14,Asthma (Age 2-17),37,"93,043",39.8,39.6,,,,,,
2014,Sonoma,14,Asthma (Age 2-17),64,"92,443",69.2,69,,,,,,
2015,Sonoma,14,Asthma (Age 2-17),54,"68,577",78.7,78.6,,,,,,
2016,Sonoma,14,Asthma (Age 2-17),,,,,69,"90,861",75.9,107.5,,
2017,Sonoma,14,Asthma (Age 2-17),,,,,39,"89,583",43.5,61.9,,
2018,Sonoma,14,Asthma (Age 2-17),,,,,31,"87,951",35.2,50.5,,
2019,Sonoma,14,Asthma (Age 2-17),,,,,16,"85,985",18.6,26.7,,
2020,Sonoma,14,Asthma (Age 2-17),,,,,,,11.8,17.1,1,Cell suppressed for small numbers
2005,Sonoma,15,Diabetes Short-term Complications (Age 6-17),21,"74,481",28.2,27.2,,,,,,
2006,Sonoma,15,Diabetes Short-term Complications (Age 6-17),19,"73,420",25.9,25,,,,,,
2007,Sonoma,15,Diabetes Short-term Complications (Age 6-17),14,"72,863",19.2,18.5,,,,,,
2008,Sonoma,15,Diabetes Short-term Complications (Age 6-17),16,"72,970",21.9,21.2,,,,,,
2009,Sonoma,15,Diabetes Short-term Complications (Age 6-17),,,13.7,13.3,,,,,,
2010,Sonoma,15,Diabetes Short-term Complications (Age 6-17),13,"73,269",17.7,17.4,,,,,,
2011,Sonoma,15,Diabetes Short-term Complications (Age 6-17),,,12.4,12.2,,,,,,
2012,Sonoma,15,Diabetes Short-term Complications (Age 6-17),,,11.2,11,,,,,,
2013,Sonoma,15,Diabetes Short-term Complications (Age 6-17),,,14.1,13.9,,,,,,
2014,Sonoma,15,Diabetes Short-term Complications (Age 6-17),,,11.4,11.1,,,,,,
2015,Sonoma,15,Diabetes Short-term Complications (Age 6-17),,,15.2,15.1,,,,,,
2016,Sonoma,15,Diabetes Short-term Complications (Age 6-17),,,,,13,"69,708",18.6,19.3,,
2017,Sonoma,15,Diabetes Short-term Complications (Age 6-17),,,,,,,5.8,6.0,1,Cell suppressed for small numbers
2018,Sonoma,15,Diabetes Short-term Complications (Age 6-17),,,,,,,4.4,4.5,1,Cell suppressed for small numbers
2019,Sonoma,15,Diabetes Short-term Complications (Age 6-17),,,,,,,4.5,4.6,1,Cell suppressed for small numbers
2020,Sonoma,15,Diabetes Short-term Complications (Age 6-17),,,,,,,7.6,7.8,1,Cell suppressed for small numbers
2005,Sonoma,16,Gastroenteritis (Age 3 months-17 years),62,"106,431",58.3,58.4,,,,,,
2006,Sonoma,16,Gastroenteritis (Age 3 months-17 years),67,"105,192",63.7,63.6,,,,,,
2007,Sonoma,16,Gastroenteritis (Age 3 months-17 years),59,"104,744",56.3,55.9,,,,,,
2008,Sonoma,16,Gastroenteritis (Age 3 months-17 years),59,"105,217",56.1,55.5,,,,,,
2009,Sonoma,16,Gastroenteritis (Age 3 months-17 years),45,"105,699",42.6,42.1,,,,,,
2010,Sonoma,16,Gastroenteritis (Age 3 months-17 years),47,"105,985",44.3,43.7,,,,,,
2011,Sonoma,16,Gastroenteritis (Age 3 months-17 years),34,"104,943",32.4,31.8,,,,,,
2012,Sonoma,16,Gastroenteritis (Age 3 months-17 years),43,"103,053",41.7,41.4,,,,,,
2013,Sonoma,16,Gastroenteritis (Age 3 months-17 years),34,"102,393",33.2,33,,,,,,
2014,Sonoma,16,Gastroenteritis (Age 3 months-17 years),28,"102,099",27.4,26.8,,,,,,
2015,Sonoma,16,Gastroenteritis (Age 3 months-17 years),43,"75,363",57.1,57.1,,,,,,
2016,Sonoma,16,Gastroenteritis (Age 3 months-17 years),,,,,34,"99,881",34.0,41.3,,
2017,Sonoma,16,Gastroenteritis (Age 3 months-17 years),,,,,34,"98,444",34.5,42.0,,
2018,Sonoma,16,Gastroenteritis (Age 3 months-17 years),,,,,15,"96,516",15.5,19.1,,
2019,Sonoma,16,Gastroenteritis (Age 3 months-17 years),,,,,20,"94,305",21.2,26.1,,
2020,Sonoma,16,Gastroenteritis (Age 3 months-17 years),,,,,,,2.2,2.7,1,Cell suppressed for small numbers
2005,Sonoma,17,Perforated Appendix (Age 1-17),34,122,278.7,277,,,,,,
2006,Sonoma,17,Perforated Appendix (Age 1-17),47,160,293.8,296.7,,,,,,
2007,Sonoma,17,Perforated Appendix (Age 1-17),54,175,308.6,313.8,,,,,,
2008,Sonoma,17,Perforated Appendix (Age 1-17),47,179,262.6,261.8,,,,,,
2009,Sonoma,17,Perforated Appendix (Age 1-17),43,194,221.6,224.3,,,,,,
2010,Sonoma,17,Perforated Appendix (Age 1-17),34,150,226.7,231.5,,,,,,
2011,Sonoma,17,Perforated Appendix (Age 1-17),38,132,287.9,281.6,,,,,,
2012,Sonoma,17,Perforated Appendix (Age 1-17),43,158,272.2,275.4,,,,,,
2013,Sonoma,17,Perforated Appendix (Age 1-17),38,131,290.1,303.9,,,,,,
2014,Sonoma,17,Perforated Appendix (Age 1-17),51,107,476.6,483.6,,,,,,
2015,Sonoma,17,Perforated Appendix (Age 1-17),35,73,479.5,476.9,,,,,,
2005,Sonoma,18,Urinary Tract Infection (Age 3 months-17 years),19,"106,431",17.9,17.8,,,,,,
2006,Sonoma,18,Urinary Tract Infection (Age 3 months-17 years),11,"105,192",10.5,10.4,,,,,,
2007,Sonoma,18,Urinary Tract Infection (Age 3 months-17 years),24,"104,744",22.9,22.6,,,,,,
2008,Sonoma,18,Urinary Tract Infection (Age 3 months-17 years),27,"105,217",25.7,25.2,,,,,,
2009,Sonoma,18,Urinary Tract Infection (Age 3 months-17 years),21,"105,699",19.9,19.5,,,,,,
2010,Sonoma,18,Urinary Tract Infection (Age 3 months-17 years),20,"105,985",18.9,18.5,,,,,,
2011,Sonoma,18,Urinary Tract Infection (Age 3 months-17 years),21,"104,943",20,19.6,,,,,,
2012,Sonoma,18,Urinary Tract Infection (Age 3 months-17 years),14,"103,053",13.6,13.4,,,,,,
2013,Sonoma,18,Urinary Tract Infection (Age 3 months-17 years),21,"102,393",20.5,20.2,,,,,,
2014,Sonoma,18,Urinary Tract Infection (Age 3 months-17 years),16,"102,099",15.7,15.2,,,,,,
2015,Sonoma,18,Urinary Tract Infection (Age 3 months-17 years),,,13.3,13.1,,,,,,
2016,Sonoma,18,Urinary Tract Infection (Age 3 months-17 years),,,,,13,"99,881",13.0,16.5,,
2017,Sonoma,18,Urinary Tract Infection (Age 3 months-17 years),,,,,11,"98,444",11.2,14.2,,
2018,Sonoma,18,Urinary Tract Infection (Age 3 months-17 years),,,,,20,"96,516",20.7,26.4,,
2019,Sonoma,18,Urinary Tract Infection (Age 3 months-17 years),,,,,,,5.3,6.8,1,Cell suppressed for small numbers
2020,Sonoma,18,Urinary Tract Infection (Age 3 months-17 years),,,,,,,5.4,6.9,1,Cell suppressed for small numbers
2005,Sonoma,90,PDI Overall Composite (Age 6-17),65,"74,481",87.3,87.4,,,,,,
2006,Sonoma,90,PDI Overall Composite (Age 6-17),58,"73,420",79,79,,,,,,
2007,Sonoma,90,PDI Overall Composite (Age 6-17),58,"72,863",79.6,79.6,,,,,,
2008,Sonoma,90,PDI Overall Composite (Age 6-17),60,"72,970",82.2,82,,,,,,
2009,Sonoma,90,PDI Overall Composite (Age 6-17),47,"73,237",64.2,63.8,,,,,,
2010,Sonoma,90,PDI Overall Composite (Age 6-17),48,"73,269",65.5,64.8,,,,,,
2011,Sonoma,90,PDI Overall Composite (Age 6-17),39,"72,377",53.9,53.2,,,,,,
2012,Sonoma,90,PDI Overall Composite (Age 6-17),48,"71,561",67.1,66,,,,,,
2013,Sonoma,90,PDI Overall Composite (Age 6-17),45,"71,162",63.2,62.2,,,,,,
2014,Sonoma,90,PDI Overall Composite (Age 6-17),63,"70,246",89.7,88.6,,,,,,
2015,Sonoma,90,PDI Overall Composite (Age 6-17),49,"52,577",93.2,91.4,,,,,,
2016,Sonoma,90,PDI Overall Composite (Age 6-17),,,,,59,"69,708",84.6,110.5,,
2017,Sonoma,90,PDI Overall Composite (Age 6-17),,,,,41,"68,864",59.5,78.0,,
2018,Sonoma,90,PDI Overall Composite (Age 6-17),,,,,33,"67,887",48.6,63.7,,
2019,Sonoma,90,PDI Overall Composite (Age 6-17),,,,,16,"66,482",24.1,31.6,,
2020,Sonoma,90,PDI Overall Composite (Age 6-17),,,,,15,"65,697",22.8,30.0,,
2005,Sonoma,91,PDI Acute Composite (Age 6-17),19,"74,481",25.5,25.3,,,,,,
2006,Sonoma,91,PDI Acute Composite (Age 6-17),20,"73,420",27.2,26.8,,,,,,
2007,Sonoma,91,PDI Acute Composite (Age 6-17),23,"72,863",31.6,31,,,,,,
2008,Sonoma,91,PDI Acute Composite (Age 6-17),28,"72,970",38.4,37.6,,,,,,
2009,Sonoma,91,PDI Acute Composite (Age 6-17),18,"73,237",24.6,24,,,,,,
2010,Sonoma,91,PDI Acute Composite (Age 6-17),19,"73,269",25.9,25.3,,,,,,
2011,Sonoma,91,PDI Acute Composite (Age 6-17),16,"72,377",22.1,21.6,,,,,,
2012,Sonoma,91,PDI Acute Composite (Age 6-17),20,"71,561",27.9,27.2,,,,,,
2013,Sonoma,91,PDI Acute Composite (Age 6-17),20,"71,162",28.1,27.4,,,,,,
2014,Sonoma,91,PDI Acute Composite (Age 6-17),17,"70,246",24.2,23.5,,,,,,
2015,Sonoma,91,PDI Acute Composite (Age 6-17),18,"52,577",34.2,33.3,,,,,,
2016,Sonoma,91,PDI Acute Composite (Age 6-17),,,,,18,"69,708",25.8,33.1,,
2017,Sonoma,91,PDI Acute Composite (Age 6-17),,,,,20,"68,864",29.0,37.4,,
2018,Sonoma,91,PDI Acute Composite (Age 6-17),,,,,20,"67,887",29.5,37.9,,
2019,Sonoma,91,PDI Acute Composite (Age 6-17),,,,,,,10.5,13.5,1,Cell suppressed for small numbers
2020,Sonoma,91,PDI Acute Composite (Age 6-17),,,,,,,7.6,9.8,1,Cell suppressed for small numbers
2005,Sonoma,92,PDI Chronic Composite (Age 6-17),46,"74,481",61.8,62.1,,,,,,
2006,Sonoma,92,PDI Chronic Composite (Age 6-17),38,"73,420",51.8,52,,,,,,
2007,Sonoma,92,PDI Chronic Composite (Age 6-17),35,"72,863",48,48.3,,,,,,
2008,Sonoma,92,PDI Chronic Composite (Age 6-17),32,"72,970",43.9,44,,,,,,
2009,Sonoma,92,PDI Chronic Composite (Age 6-17),29,"73,237",39.6,39.6,,,,,,
2010,Sonoma,92,PDI Chronic Composite (Age 6-17),29,"73,269",39.6,39.4,,,,,,
2011,Sonoma,92,PDI Chronic Composite (Age 6-17),23,"72,377",31.8,31.5,,,,,,
2012,Sonoma,92,PDI Chronic Composite (Age 6-17),28,"71,561",39.1,38.7,,,,,,
2013,Sonoma,92,PDI Chronic Composite (Age 6-17),25,"71,162",35.1,34.7,,,,,,
2014,Sonoma,92,PDI Chronic Composite (Age 6-17),46,"70,246",65.5,65.2,,,,,,
2015,Sonoma,92,PDI Chronic Composite (Age 6-17),31,"52,577",59,58,,,,,,
2016,Sonoma,92,PDI Chronic Composite (Age 6-17),,,,,41,"69,708",58.8,77.2,,
2017,Sonoma,92,PDI Chronic Composite (Age 6-17),,,,,21,"68,864",30.5,40.1,,
2018,Sonoma,92,PDI Chronic Composite (Age 6-17),,,,,13,"67,887",19.1,25.3,,
2019,Sonoma,92,PDI Chronic Composite (Age 6-17),,,,,,,13.5,17.9,1,Cell suppressed for small numbers
2020,Sonoma,92,PDI Chronic Composite (Age 6-17),,,,,,,15.2,20.1,1,Cell suppressed for small numbers
2005,Stanislaus,9,Low Birth Weight (<2500 grams),399,"8,452",47.2,47.2,,,,,,
2006,Stanislaus,9,Low Birth Weight (<2500 grams),424,"8,721",48.6,48.6,,,,,,
2007,Stanislaus,9,Low Birth Weight (<2500 grams),432,"8,873",48.7,48.7,,,,,,
2008,Stanislaus,9,Low Birth Weight (<2500 grams),426,"8,543",49.9,49.8,,,,,,
2009,Stanislaus,9,Low Birth Weight (<2500 grams),412,"7,973",51.7,51.7,,,,,,
2010,Stanislaus,9,Low Birth Weight (<2500 grams),386,"7,773",49.7,49.7,,,,,,
2011,Stanislaus,9,Low Birth Weight (<2500 grams),347,"7,746",44.8,44.8,,,,,,
2012,Stanislaus,9,Low Birth Weight (<2500 grams),403,"7,562",53.3,53.3,,,,,,
2013,Stanislaus,9,Low Birth Weight (<2500 grams),363,"7,515",48.3,48.3,,,,,,
2014,Stanislaus,9,Low Birth Weight (<2500 grams),354,"7,500",47.2,47.2,,,,,,
2015,Stanislaus,9,Low Birth Weight (<2500 grams),298,"5,758",51.8,51.8,,,,,,
2005,Stanislaus,14,Asthma (Age 2-17),120,"132,462",90.6,90.2,,,,,,
2006,Stanislaus,14,Asthma (Age 2-17),140,"132,516",105.6,104.9,,,,,,
2007,Stanislaus,14,Asthma (Age 2-17),149,"132,574",112.4,111.4,,,,,,
2008,Stanislaus,14,Asthma (Age 2-17),131,"131,928",99.3,98.1,,,,,,
2009,Stanislaus,14,Asthma (Age 2-17),156,"131,445",118.7,117.2,,,,,,
2010,Stanislaus,14,Asthma (Age 2-17),181,"131,011",138.2,136.5,,,,,,
2011,Stanislaus,14,Asthma (Age 2-17),140,"129,799",107.9,105.8,,,,,,
2012,Stanislaus,14,Asthma (Age 2-17),138,"128,660",107.3,104.8,,,,,,
2013,Stanislaus,14,Asthma (Age 2-17),111,"128,473",86.4,84.4,,,,,,
2014,Stanislaus,14,Asthma (Age 2-17),139,"131,113",106,103.9,,,,,,
2015,Stanislaus,14,Asthma (Age 2-17),81,"95,651",84.7,82.4,,,,,,
2016,Stanislaus,14,Asthma (Age 2-17),,,,,71,"131,497",54.0,52.7,,
2017,Stanislaus,14,Asthma (Age 2-17),,,,,85,"132,538",64.1,62.8,,
2018,Stanislaus,14,Asthma (Age 2-17),,,,,84,"132,982",63.2,62.1,,
2019,Stanislaus,14,Asthma (Age 2-17),,,,,105,"132,948",79.0,77.9,,
2020,Stanislaus,14,Asthma (Age 2-17),,,,,38,"132,472",28.7,28.4,,
2005,Stanislaus,15,Diabetes Short-term Complications (Age 6-17),25,"100,718",24.8,24.3,,,,,,
2006,Stanislaus,15,Diabetes Short-term Complications (Age 6-17),38,"100,426",37.8,36.9,,,,,,
2007,Stanislaus,15,Diabetes Short-term Complications (Age 6-17),30,"100,210",29.9,29.2,,,,,,
2008,Stanislaus,15,Diabetes Short-term Complications (Age 6-17),45,"99,599",45.2,44.2,,,,,,
2009,Stanislaus,15,Diabetes Short-term Complications (Age 6-17),24,"99,321",24.2,23.7,,,,,,
2010,Stanislaus,15,Diabetes Short-term Complications (Age 6-17),39,"99,193",39.3,38.7,,,,,,
2011,Stanislaus,15,Diabetes Short-term Complications (Age 6-17),31,"97,930",31.7,31.3,,,,,,
2012,Stanislaus,15,Diabetes Short-term Complications (Age 6-17),38,"96,975",39.2,39,,,,,,
2013,Stanislaus,15,Diabetes Short-term Complications (Age 6-17),30,"96,911",31,30.9,,,,,,
2014,Stanislaus,15,Diabetes Short-term Complications (Age 6-17),32,"98,564",32.5,32,,,,,,
2015,Stanislaus,15,Diabetes Short-term Complications (Age 6-17),22,"72,160",30.5,30.6,,,,,,
2016,Stanislaus,15,Diabetes Short-term Complications (Age 6-17),,,,,44,"99,504",44.2,39.9,,
2017,Stanislaus,15,Diabetes Short-term Complications (Age 6-17),,,,,12,"100,367",12.0,10.8,,
2018,Stanislaus,15,Diabetes Short-term Complications (Age 6-17),,,,,12,"101,006",11.9,10.7,,
2019,Stanislaus,15,Diabetes Short-term Complications (Age 6-17),,,,,,,9.9,8.9,1,Cell suppressed for small numbers
2020,Stanislaus,15,Diabetes Short-term Complications (Age 6-17),,,,,14,"101,213",13.8,12.4,,
2005,Stanislaus,16,Gastroenteritis (Age 3 months-17 years),214,"146,439",146.1,143,,,,,,
2006,Stanislaus,16,Gastroenteritis (Age 3 months-17 years),183,"146,730",124.7,121.1,,,,,,
2007,Stanislaus,16,Gastroenteritis (Age 3 months-17 years),180,"146,942",122.5,118.3,,,,,,
2008,Stanislaus,16,Gastroenteritis (Age 3 months-17 years),102,"146,214",69.8,67.3,,,,,,
2009,Stanislaus,16,Gastroenteritis (Age 3 months-17 years),94,"145,569",64.6,62.5,,,,,,
2010,Stanislaus,16,Gastroenteritis (Age 3 months-17 years),103,"144,896",71.1,69.1,,,,,,
2011,Stanislaus,16,Gastroenteritis (Age 3 months-17 years),118,"143,692",82.1,79.4,,,,,,
2012,Stanislaus,16,Gastroenteritis (Age 3 months-17 years),52,"142,420",36.5,35.2,,,,,,
2013,Stanislaus,16,Gastroenteritis (Age 3 months-17 years),74,"142,135",52.1,50.4,,,,,,
2014,Stanislaus,16,Gastroenteritis (Age 3 months-17 years),73,"145,442",50.2,48.1,,,,,,
2015,Stanislaus,16,Gastroenteritis (Age 3 months-17 years),69,"105,740",65.3,63.3,,,,,,
2016,Stanislaus,16,Gastroenteritis (Age 3 months-17 years),,,,,66,"145,291",45.4,46.6,,
2017,Stanislaus,16,Gastroenteritis (Age 3 months-17 years),,,,,64,"146,444",43.7,44.8,,
2018,Stanislaus,16,Gastroenteritis (Age 3 months-17 years),,,,,64,"146,788",43.6,45.0,,
2019,Stanislaus,16,Gastroenteritis (Age 3 months-17 years),,,,,58,"146,646",39.6,41.0,,
2020,Stanislaus,16,Gastroenteritis (Age 3 months-17 years),,,,,24,"145,907",16.4,17.2,,
2005,Stanislaus,17,Perforated Appendix (Age 1-17),63,239,263.6,257.3,,,,,,
2006,Stanislaus,17,Perforated Appendix (Age 1-17),57,208,274,271.5,,,,,,
2007,Stanislaus,17,Perforated Appendix (Age 1-17),74,240,308.3,303.3,,,,,,
2008,Stanislaus,17,Perforated Appendix (Age 1-17),64,265,241.5,242.4,,,,,,
2009,Stanislaus,17,Perforated Appendix (Age 1-17),88,254,346.5,342.1,,,,,,
2010,Stanislaus,17,Perforated Appendix (Age 1-17),81,260,311.5,309.6,,,,,,
2011,Stanislaus,17,Perforated Appendix (Age 1-17),68,243,279.8,281.4,,,,,,
2012,Stanislaus,17,Perforated Appendix (Age 1-17),62,232,267.2,265.2,,,,,,
2013,Stanislaus,17,Perforated Appendix (Age 1-17),58,221,262.4,258.8,,,,,,
2014,Stanislaus,17,Perforated Appendix (Age 1-17),55,218,252.3,247.3,,,,,,
2015,Stanislaus,17,Perforated Appendix (Age 1-17),48,153,313.7,313.7,,,,,,
2005,Stanislaus,18,Urinary Tract Infection (Age 3 months-17 years),55,"146,439",37.6,36.9,,,,,,
2006,Stanislaus,18,Urinary Tract Infection (Age 3 months-17 years),51,"146,730",34.8,33.9,,,,,,
2007,Stanislaus,18,Urinary Tract Infection (Age 3 months-17 years),84,"146,942",57.2,55.4,,,,,,
2008,Stanislaus,18,Urinary Tract Infection (Age 3 months-17 years),87,"146,214",59.5,57.6,,,,,,
2009,Stanislaus,18,Urinary Tract Infection (Age 3 months-17 years),59,"145,569",40.5,39.3,,,,,,
2010,Stanislaus,18,Urinary Tract Infection (Age 3 months-17 years),79,"144,896",54.5,53.2,,,,,,
2011,Stanislaus,18,Urinary Tract Infection (Age 3 months-17 years),58,"143,692",40.4,39.3,,,,,,
2012,Stanislaus,18,Urinary Tract Infection (Age 3 months-17 years),43,"142,420",30.2,29.4,,,,,,
2013,Stanislaus,18,Urinary Tract Infection (Age 3 months-17 years),45,"142,135",31.7,30.9,,,,,,
2014,Stanislaus,18,Urinary Tract Infection (Age 3 months-17 years),57,"145,442",39.2,37.8,,,,,,
2015,Stanislaus,18,Urinary Tract Infection (Age 3 months-17 years),33,"105,740",31.2,30.6,,,,,,
2016,Stanislaus,18,Urinary Tract Infection (Age 3 months-17 years),,,,,44,"145,291",30.3,29.0,,
2017,Stanislaus,18,Urinary Tract Infection (Age 3 months-17 years),,,,,45,"146,444",30.7,29.5,,
2018,Stanislaus,18,Urinary Tract Infection (Age 3 months-17 years),,,,,24,"146,788",16.4,15.7,,
2019,Stanislaus,18,Urinary Tract Infection (Age 3 months-17 years),,,,,39,"146,646",26.6,25.7,,
2020,Stanislaus,18,Urinary Tract Infection (Age 3 months-17 years),,,,,18,"145,907",12.3,11.9,,
2005,Stanislaus,90,PDI Overall Composite (Age 6-17),127,"100,718",126.1,125.3,,,,,,
2006,Stanislaus,90,PDI Overall Composite (Age 6-17),158,"100,426",157.3,156.5,,,,,,
2007,Stanislaus,90,PDI Overall Composite (Age 6-17),152,"100,210",151.7,150.8,,,,,,
2008,Stanislaus,90,PDI Overall Composite (Age 6-17),157,"99,599",157.6,156.3,,,,,,
2009,Stanislaus,90,PDI Overall Composite (Age 6-17),128,"99,321",128.9,127.6,,,,,,
2010,Stanislaus,90,PDI Overall Composite (Age 6-17),170,"99,193",171.4,169.3,,,,,,
2011,Stanislaus,90,PDI Overall Composite (Age 6-17),145,"97,930",148.1,145.9,,,,,,
2012,Stanislaus,90,PDI Overall Composite (Age 6-17),128,"96,975",132,129.7,,,,,,
2013,Stanislaus,90,PDI Overall Composite (Age 6-17),112,"96,911",115.6,113.4,,,,,,
2014,Stanislaus,90,PDI Overall Composite (Age 6-17),148,"98,564",150.2,148.3,,,,,,
2015,Stanislaus,90,PDI Overall Composite (Age 6-17),107,"72,160",148.3,145,,,,,,
2016,Stanislaus,90,PDI Overall Composite (Age 6-17),,,,,129,"99,504",129.6,119.6,,
2017,Stanislaus,90,PDI Overall Composite (Age 6-17),,,,,100,"100,367",99.6,92.0,,
2018,Stanislaus,90,PDI Overall Composite (Age 6-17),,,,,71,"101,006",70.3,65.0,,
2019,Stanislaus,90,PDI Overall Composite (Age 6-17),,,,,101,"101,211",99.8,92.3,,
2020,Stanislaus,90,PDI Overall Composite (Age 6-17),,,,,54,"101,213",53.4,49.4,,
2005,Stanislaus,91,PDI Acute Composite (Age 6-17),47,"100,718",46.7,46.3,,,,,,
2006,Stanislaus,91,PDI Acute Composite (Age 6-17),54,"100,426",53.8,53.2,,,,,,
2007,Stanislaus,91,PDI Acute Composite (Age 6-17),57,"100,210",56.9,56.1,,,,,,
2008,Stanislaus,91,PDI Acute Composite (Age 6-17),61,"99,599",61.2,60.3,,,,,,
2009,Stanislaus,91,PDI Acute Composite (Age 6-17),36,"99,321",36.2,35.6,,,,,,
2010,Stanislaus,91,PDI Acute Composite (Age 6-17),51,"99,193",51.4,50.4,,,,,,
2011,Stanislaus,91,PDI Acute Composite (Age 6-17),53,"97,930",54.1,53.1,,,,,,
2012,Stanislaus,91,PDI Acute Composite (Age 6-17),23,"96,975",23.7,23.3,,,,,,
2013,Stanislaus,91,PDI Acute Composite (Age 6-17),45,"96,911",46.4,45.5,,,,,,
2014,Stanislaus,91,PDI Acute Composite (Age 6-17),35,"98,564",35.5,34.8,,,,,,
2015,Stanislaus,91,PDI Acute Composite (Age 6-17),34,"72,160",47.1,46.1,,,,,,
2016,Stanislaus,91,PDI Acute Composite (Age 6-17),,,,,44,"99,504",44.2,42.4,,
2017,Stanislaus,91,PDI Acute Composite (Age 6-17),,,,,38,"100,367",37.9,36.4,,
2018,Stanislaus,91,PDI Acute Composite (Age 6-17),,,,,20,"101,006",19.8,19.0,,
2019,Stanislaus,91,PDI Acute Composite (Age 6-17),,,,,32,"101,211",31.6,30.4,,
2020,Stanislaus,91,PDI Acute Composite (Age 6-17),,,,,20,"101,213",19.8,19.0,,
2005,Stanislaus,92,PDI Chronic Composite (Age 6-17),80,"100,718",79.4,79,,,,,,
2006,Stanislaus,92,PDI Chronic Composite (Age 6-17),104,"100,426",103.6,103.2,,,,,,
2007,Stanislaus,92,PDI Chronic Composite (Age 6-17),95,"100,210",94.8,94.5,,,,,,
2008,Stanislaus,92,PDI Chronic Composite (Age 6-17),96,"99,599",96.4,95.9,,,,,,
2009,Stanislaus,92,PDI Chronic Composite (Age 6-17),92,"99,321",92.6,92,,,,,,
2010,Stanislaus,92,PDI Chronic Composite (Age 6-17),119,"99,193",120,118.8,,,,,,
2011,Stanislaus,92,PDI Chronic Composite (Age 6-17),92,"97,930",93.9,92.7,,,,,,
2012,Stanislaus,92,PDI Chronic Composite (Age 6-17),105,"96,975",108.3,106.5,,,,,,
2013,Stanislaus,92,PDI Chronic Composite (Age 6-17),67,"96,911",69.1,67.9,,,,,,
2014,Stanislaus,92,PDI Chronic Composite (Age 6-17),113,"98,564",114.6,113.6,,,,,,
2015,Stanislaus,92,PDI Chronic Composite (Age 6-17),73,"72,160",101.2,98.9,,,,,,
2016,Stanislaus,92,PDI Chronic Composite (Age 6-17),,,,,85,"99,504",85.4,77.9,,
2017,Stanislaus,92,PDI Chronic Composite (Age 6-17),,,,,62,"100,367",61.8,56.4,,
2018,Stanislaus,92,PDI Chronic Composite (Age 6-17),,,,,51,"101,006",50.5,46.1,,
2019,Stanislaus,92,PDI Chronic Composite (Age 6-17),,,,,69,"101,211",68.2,62.3,,
2020,Stanislaus,92,PDI Chronic Composite (Age 6-17),,,,,34,"101,213",33.6,30.7,,
2005,Sutter,9,Low Birth Weight (<2500 grams),75,"1,473",50.9,50.9,,,,,,
2006,Sutter,9,Low Birth Weight (<2500 grams),80,"1,579",50.7,50.7,,,,,,
2007,Sutter,9,Low Birth Weight (<2500 grams),62,"1,478",41.9,42,,,,,,
2008,Sutter,9,Low Birth Weight (<2500 grams),80,"1,459",54.8,54.8,,,,,,
2009,Sutter,9,Low Birth Weight (<2500 grams),73,"1,436",50.8,50.8,,,,,,
2010,Sutter,9,Low Birth Weight (<2500 grams),74,"1,352",54.7,54.8,,,,,,
2011,Sutter,9,Low Birth Weight (<2500 grams),63,"1,323",47.6,47.6,,,,,,
2012,Sutter,9,Low Birth Weight (<2500 grams),61,"1,262",48.3,48.3,,,,,,
2013,Sutter,9,Low Birth Weight (<2500 grams),57,"1,264",45.1,45.1,,,,,,
2014,Sutter,9,Low Birth Weight (<2500 grams),89,"1,323",67.3,67.3,,,,,,
2015,Sutter,9,Low Birth Weight (<2500 grams),59,928,63.6,63.4,,,,,,
2005,Sutter,14,Asthma (Age 2-17),22,"22,010",100,98.7,,,,,,
2006,Sutter,14,Asthma (Age 2-17),15,"22,500",66.7,65.6,,,,,,
2007,Sutter,14,Asthma (Age 2-17),30,"22,917",130.9,128.2,,,,,,
2008,Sutter,14,Asthma (Age 2-17),26,"23,014",113,110.1,,,,,,
2009,Sutter,14,Asthma (Age 2-17),16,"23,076",69.3,67.7,,,,,,
2010,Sutter,14,Asthma (Age 2-17),18,"23,145",77.8,75.9,,,,,,
2011,Sutter,14,Asthma (Age 2-17),,,8.8,8.5,,,,,,
2012,Sutter,14,Asthma (Age 2-17),14,"22,491",62.2,60.6,,,,,,
2013,Sutter,14,Asthma (Age 2-17),12,"22,409",53.6,52.3,,,,,,
