Year,County,PQI,PQIDescription,Count_ICD9,Population_ICD9,ObsRate_ICD9,RiskAdjRate_ICD9,Count_ICD10,Population_ICD10,ObsRate_ICD10,RiskAdjRate_ICD10,AnnotationCode,AnnotationDesc
2006,Santa Barbara,5,COPD or Asthma in Older Adults (Age 40+),405,171564,236.1,234.6,,,,,,
2007,Santa Barbara,5,COPD or Asthma in Older Adults (Age 40+),390,173327,225.0,222.2,,,,,,
2008,Santa Barbara,5,COPD or Asthma in Older Adults (Age 40+),358,175542,203.9,200.2,,,,,,
2009,Santa Barbara,5,COPD or Asthma in Older Adults (Age 40+),371,177731,208.7,204.2,,,,,,
2010,Santa Barbara,5,COPD or Asthma in Older Adults (Age 40+),361,180422,200.1,195.4,,,,,,
2011,Santa Barbara,5,COPD or Asthma in Older Adults (Age 40+),338,180521,187.2,181.1,,,,,,
2012,Santa Barbara,5,COPD or Asthma in Older Adults (Age 40+),440,183328,240.0,230.7,,,,,,
2013,Santa Barbara,5,COPD or Asthma in Older Adults (Age 40+),349,185090,188.6,179.3,,,,,,
2014,Santa Barbara,5,COPD or Asthma in Older Adults (Age 40+),330,186433,177.0,170.0,,,,,,
2015,Santa Barbara,5,COPD or Asthma in Older Adults (Age 40+),277,142131,194.9,182.5,,,,,,
2016,Santa Barbara,5,COPD or Asthma in Older Adults (Age 40+),,,,,320,188262,170.0,185.6370868,,
2017,Santa Barbara,5,COPD or Asthma in Older Adults (Age 40+),,,,,362,189016,191.5,207.014184,,
2018,Santa Barbara,5,COPD or Asthma in Older Adults (Age 40+),,,,,245,189729,129.1,138.3543004,,
2019,Santa Barbara,5,COPD or Asthma in Older Adults (Age 40+),,,,,216,190298,113.5,120.467354,,
2020,Santa Barbara,5,COPD or Asthma in Older Adults (Age 40+),,,,,192,190967,100.5,105.9511232,,
2005,Santa Barbara,7,Hypertension,24,306606,7.8,8.4,,,,,,
2006,Santa Barbara,7,Hypertension,50,307420,16.3,17.4,,,,,,
2007,Santa Barbara,7,Hypertension,70,310281,22.6,24.0,,,,,,
2008,Santa Barbara,7,Hypertension,56,314006,17.8,18.9,,,,,,
2009,Santa Barbara,7,Hypertension,48,317734,15.1,16.0,,,,,,
2010,Santa Barbara,7,Hypertension,51,321346,15.9,16.8,,,,,,
2011,Santa Barbara,7,Hypertension,64,323344,19.8,21.0,,,,,,
2012,Santa Barbara,7,Hypertension,56,314909,17.8,18.1,,,,,,
2013,Santa Barbara,7,Hypertension,50,319459,15.7,15.9,,,,,,
2014,Santa Barbara,7,Hypertension,60,324453,18.5,19.1,,,,,,
2015,Santa Barbara,7,Hypertension,40,241070,16.6,16.5,,,,,,
2016,Santa Barbara,7,Hypertension,,,,,52,344335,15.1,16.96660594,,
2017,Santa Barbara,7,Hypertension,,,,,72,345601,20.8,23.33188131,,
2018,Santa Barbara,7,Hypertension,,,,,77,346132,22.2,24.80966693,,
2019,Santa Barbara,7,Hypertension,,,,,101,346808,29.1,32.3115395,,
2020,Santa Barbara,7,Hypertension,,,,,71,346389,20.5,22.58920005,,
2005,Santa Barbara,8,Heart Failure,738,306606,240.7,252.8,,,,,,
2006,Santa Barbara,8,Heart Failure,722,307420,234.9,244.5,,,,,,
2007,Santa Barbara,8,Heart Failure,662,310281,213.4,219.6,,,,,,
2008,Santa Barbara,8,Heart Failure,578,314006,184.1,187.6,,,,,,
2009,Santa Barbara,8,Heart Failure,661,317734,208.0,211.0,,,,,,
2010,Santa Barbara,8,Heart Failure,649,321346,202.0,203.9,,,,,,
2011,Santa Barbara,8,Heart Failure,537,323344,166.1,166.1,,,,,,
2012,Santa Barbara,8,Heart Failure,502,314909,159.4,152.5,,,,,,
2013,Santa Barbara,8,Heart Failure,595,319459,186.3,176.7,,,,,,
2014,Santa Barbara,8,Heart Failure,612,324453,188.6,181.7,,,,,,
2015,Santa Barbara,8,Heart Failure,444,241070,184.2,169.3,,,,,,
2016,Santa Barbara,8,Heart Failure,,,,,672,344335,195.2,232.6194327,,
2017,Santa Barbara,8,Heart Failure,,,,,742,345601,214.7,253.4377367,,
2018,Santa Barbara,8,Heart Failure,,,,,687,346132,198.5,231.9163235,,
2019,Santa Barbara,8,Heart Failure,,,,,786,346808,226.6,261.7185945,,
2020,Santa Barbara,8,Heart Failure,,,,,675,346389,194.9,222.1053339,,
2005,Santa Barbara,10,Dehydration,297,306606,96.9,101.1,,,,,,
2006,Santa Barbara,10,Dehydration,329,307420,107.0,110.9,,,,,,
2007,Santa Barbara,10,Dehydration,346,310281,111.5,114.6,,,,,,
2008,Santa Barbara,10,Dehydration,306,314006,97.5,99.3,,,,,,
2009,Santa Barbara,10,Dehydration,212,317734,66.7,67.8,,,,,,
2010,Santa Barbara,10,Dehydration,211,321346,65.7,66.5,,,,,,
2011,Santa Barbara,10,Dehydration,189,323344,58.5,58.8,,,,,,
2012,Santa Barbara,10,Dehydration,225,314909,71.4,69.2,,,,,,
2013,Santa Barbara,10,Dehydration,191,319459,59.8,57.5,,,,,,
2014,Santa Barbara,10,Dehydration,218,324453,67.2,65.5,,,,,,
2015,Santa Barbara,10,Dehydration,143,241070,59.3,55.6,,,,,,
2005,Santa Barbara,11,Community-Acquired Pneumonia,769,306606,250.8,262.5,,,,,,
2006,Santa Barbara,11,Community-Acquired Pneumonia,741,307420,241.0,250.5,,,,,,
2007,Santa Barbara,11,Community-Acquired Pneumonia,648,310281,208.8,215.1,,,,,,
2008,Santa Barbara,11,Community-Acquired Pneumonia,611,314006,194.6,198.8,,,,,,
2009,Santa Barbara,11,Community-Acquired Pneumonia,563,317734,177.2,180.3,,,,,,
2010,Santa Barbara,11,Community-Acquired Pneumonia,556,321346,173.0,175.4,,,,,,
2011,Santa Barbara,11,Community-Acquired Pneumonia,524,323344,162.1,163.1,,,,,,
2012,Santa Barbara,11,Community-Acquired Pneumonia,517,314909,164.2,158.8,,,,,,
2013,Santa Barbara,11,Community-Acquired Pneumonia,555,319459,173.7,167.0,,,,,,
2014,Santa Barbara,11,Community-Acquired Pneumonia,425,324453,131.0,127.7,,,,,,
2015,Santa Barbara,11,Community-Acquired Pneumonia,281,241070,116.6,108.9,,,,,,
2016,Santa Barbara,11,Community-Acquired Pneumonia,,,,,303,344335,88.0,98.92309675,,
2017,Santa Barbara,11,Community-Acquired Pneumonia,,,,,261,345601,75.5,84.12965767,,
2018,Santa Barbara,11,Community-Acquired Pneumonia,,,,,218,346132,63.0,69.50343109,,
2019,Santa Barbara,11,Community-Acquired Pneumonia,,,,,201,346808,58.0,63.26710268,,
2020,Santa Barbara,11,Community-Acquired Pneumonia,,,,,147,346389,42.4,45.77138755,,
2005,Santa Barbara,12,Urinary Tract Infection,362,306606,118.1,119.5,,,,,,
2006,Santa Barbara,12,Urinary Tract Infection,392,307420,127.5,128.2,,,,,,
2007,Santa Barbara,12,Urinary Tract Infection,402,310281,129.6,129.1,,,,,,
2008,Santa Barbara,12,Urinary Tract Infection,374,314006,119.1,117.8,,,,,,
2009,Santa Barbara,12,Urinary Tract Infection,356,317734,112.0,110.6,,,,,,
2010,Santa Barbara,12,Urinary Tract Infection,329,321346,102.4,101.0,,,,,,
2011,Santa Barbara,12,Urinary Tract Infection,345,323344,106.7,104.3,,,,,,
2012,Santa Barbara,12,Urinary Tract Infection,336,314909,106.7,101.3,,,,,,
2013,Santa Barbara,12,Urinary Tract Infection,343,319459,107.4,101.3,,,,,,
2014,Santa Barbara,12,Urinary Tract Infection,360,324453,111.0,105.8,,,,,,
2015,Santa Barbara,12,Urinary Tract Infection,255,241070,105.8,97.6,,,,,,
2016,Santa Barbara,12,Urinary Tract Infection,,,,,259,344335,75.2,83.37060133,,
2017,Santa Barbara,12,Urinary Tract Infection,,,,,218,345601,63.1,69.39607797,,
2018,Santa Barbara,12,Urinary Tract Infection,,,,,215,346132,62.1,67.82595836,,
2019,Santa Barbara,12,Urinary Tract Infection,,,,,188,346808,54.2,58.5810163,,
2020,Santa Barbara,12,Urinary Tract Infection,,,,,144,346389,41.6,44.39432467,,
2005,Santa Barbara,13,Angina without Procedure,38,306606,12.4,13.7,,,,,,
2006,Santa Barbara,13,Angina without Procedure,34,307420,11.1,12.1,,,,,,
2007,Santa Barbara,13,Angina without Procedure,39,310281,12.6,13.7,,,,,,
2008,Santa Barbara,13,Angina without Procedure,32,314006,10.2,11.1,,,,,,
2009,Santa Barbara,13,Angina without Procedure,34,317734,10.7,11.6,,,,,,
2010,Santa Barbara,13,Angina without Procedure,19,321346,5.9,6.4,,,,,,
2011,Santa Barbara,13,Angina without Procedure,28,323344,8.7,9.3,,,,,,
2012,Santa Barbara,13,Angina without Procedure,19,314909,6.0,6.2,,,,,,
2013,Santa Barbara,13,Angina without Procedure,23,319459,7.2,7.4,,,,,,
2014,Santa Barbara,13,Angina without Procedure,18,324453,5.5,5.8,,,,,,
2015,Santa Barbara,13,Angina without Procedure,13,241070,5.4,5.4,,,,,,
2005,Santa Barbara,14,Uncontrolled Diabetes,17,306606,5.5,5.9,,,,,,
2006,Santa Barbara,14,Uncontrolled Diabetes,13,307420,4.2,4.5,,,,,,
2007,Santa Barbara,14,Uncontrolled Diabetes,17,310281,5.5,5.8,,,,,,
2008,Santa Barbara,14,Uncontrolled Diabetes,11,314006,3.5,3.7,,,,,,
2009,Santa Barbara,14,Uncontrolled Diabetes,14,317734,4.4,4.7,,,,,,
2010,Santa Barbara,14,Uncontrolled Diabetes,15,321346,4.7,4.9,,,,,,
2011,Santa Barbara,14,Uncontrolled Diabetes,10,323344,3.1,3.3,,,,,,
2012,Santa Barbara,14,Uncontrolled Diabetes,12,314909,3.8,3.9,,,,,,
2013,Santa Barbara,14,Uncontrolled Diabetes,15,319459,4.7,4.8,,,,,,
2014,Santa Barbara,14,Uncontrolled Diabetes,11,324453,3.4,3.5,,,,,,
2015,Santa Barbara,14,Uncontrolled Diabetes,10,241070,4.1,4.2,,,,,,
2016,Santa Barbara,14,Uncontrolled Diabetes,,,,,71,344335,20.6,24.54471953,,
2017,Santa Barbara,14,Uncontrolled Diabetes,,,,,57,345601,16.5,19.50898957,,
2018,Santa Barbara,14,Uncontrolled Diabetes,,,,,65,346132,18.8,22.05523376,,
2019,Santa Barbara,14,Uncontrolled Diabetes,,,,,67,346808,19.3,22.52196547,,
2020,Santa Barbara,14,Uncontrolled Diabetes,,,,,51,346389,14.7,17.02073332,,
2005,Santa Barbara,15,Asthma in Younger Adults (Age 18-39),22,135802,16.2,16.9,,,,,,
2006,Santa Barbara,15,Asthma in Younger Adults (Age 18-39),18,135856,13.2,13.9,,,,,,
2007,Santa Barbara,15,Asthma in Younger Adults (Age 18-39),22,136954,16.1,16.8,,,,,,
2008,Santa Barbara,15,Asthma in Younger Adults (Age 18-39),12,138464,8.7,9.1,,,,,,
2009,Santa Barbara,15,Asthma in Younger Adults (Age 18-39),15,140003,10.7,11.3,,,,,,
2010,Santa Barbara,15,Asthma in Younger Adults (Age 18-39),21,140924,14.9,15.7,,,,,,
2011,Santa Barbara,15,Asthma in Younger Adults (Age 18-39),14,142823,9.8,10.4,,,,,,
2012,Santa Barbara,15,Asthma in Younger Adults (Age 18-39),18,131581,13.7,14.3,,,,,,
2013,Santa Barbara,15,Asthma in Younger Adults (Age 18-39),18,134369,13.4,14.0,,,,,,
2014,Santa Barbara,15,Asthma in Younger Adults (Age 18-39),28,138020,20.3,21.5,,,,,,
2015,Santa Barbara,15,Asthma in Younger Adults (Age 18-39),13,98939,13.1,13.6,,,,,,
2016,Santa Barbara,15,Asthma in Younger Adults (Age 18-39),,,,,16,156073,10.3,11.61447802,,
2017,Santa Barbara,15,Asthma in Younger Adults (Age 18-39),,,,,,,6.4,7.231812415,1,Cell suppressed for small numbers
2018,Santa Barbara,15,Asthma in Younger Adults (Age 18-39),,,,,14,156403,9.0,10.1170186,,
2019,Santa Barbara,15,Asthma in Younger Adults (Age 18-39),,,,,15,156510,9.6,10.81151924,,
2020,Santa Barbara,15,Asthma in Younger Adults (Age 18-39),,,,,15,155422,9.7,10.87523459,,
2005,Santa Barbara,16,Lower-Extremity Amputation (Diabetes),56,306606,18.3,20.6,,,,,,
2006,Santa Barbara,16,Lower-Extremity Amputation (Diabetes),47,307420,15.3,17.1,,,,,,
2007,Santa Barbara,16,Lower-Extremity Amputation (Diabetes),45,310281,14.5,16.1,,,,,,
2008,Santa Barbara,16,Lower-Extremity Amputation (Diabetes),33,314006,10.5,11.6,,,,,,
2009,Santa Barbara,16,Lower-Extremity Amputation (Diabetes),34,317734,10.7,11.7,,,,,,
2010,Santa Barbara,16,Lower-Extremity Amputation (Diabetes),31,321346,9.6,10.5,,,,,,
2011,Santa Barbara,16,Lower-Extremity Amputation (Diabetes),38,323344,11.8,12.7,,,,,,
2012,Santa Barbara,16,Lower-Extremity Amputation (Diabetes),36,314909,11.4,11.8,,,,,,
2013,Santa Barbara,16,Lower-Extremity Amputation (Diabetes),50,319459,15.7,16.1,,,,,,
2014,Santa Barbara,16,Lower-Extremity Amputation (Diabetes),35,324453,10.8,11.3,,,,,,
2015,Santa Barbara,16,Lower-Extremity Amputation (Diabetes),23,241070,9.5,9.5,,,,,,
2016,Santa Barbara,16,Lower-Extremity Amputation (Diabetes),,,,,55,344335,16.0,19.15851185,,
2017,Santa Barbara,16,Lower-Extremity Amputation (Diabetes),,,,,36,345601,10.4,12.42480475,,
2018,Santa Barbara,16,Lower-Extremity Amputation (Diabetes),,,,,44,346132,12.7,15.05484713,,
2019,Santa Barbara,16,Lower-Extremity Amputation (Diabetes),,,,,59,346808,17.0,20.02605968,,
2020,Santa Barbara,16,Lower-Extremity Amputation (Diabetes),,,,,62,346389,17.9,20.91228767,,
2005,Santa Barbara,90,Prevention Quality Overall Composite,3033,306606,989.2,1042.1,,,,,,
2006,Santa Barbara,90,Prevention Quality Overall Composite,3017,307420,981.4,1028.0,,,,,,
2007,Santa Barbara,90,Prevention Quality Overall Composite,2897,310281,933.7,970.2,,,,,,
2008,Santa Barbara,90,Prevention Quality Overall Composite,2640,314006,840.7,867.5,,,,,,
2009,Santa Barbara,90,Prevention Quality Overall Composite,2576,317734,810.7,833.9,,,,,,
2010,Santa Barbara,90,Prevention Quality Overall Composite,2531,321346,787.6,807.2,,,,,,
2011,Santa Barbara,90,Prevention Quality Overall Composite,2367,323344,732.0,745.9,,,,,,
2012,Santa Barbara,90,Prevention Quality Overall Composite,2458,314909,780.5,766.2,,,,,,
2013,Santa Barbara,90,Prevention Quality Overall Composite,2519,319459,788.5,769.6,,,,,,
2014,Santa Barbara,90,Prevention Quality Overall Composite,2404,324453,740.9,732.9,,,,,,
2015,Santa Barbara,90,Prevention Quality Overall Composite,1746,241070,724.3,688.6,,,,,,
2016,Santa Barbara,90,Prevention Quality Overall Composite,,,,,1966,344335,571.0,661.6190665,,
2017,Santa Barbara,90,Prevention Quality Overall Composite,,,,,2014,345601,582.8,670.0620303,,
2018,Santa Barbara,90,Prevention Quality Overall Composite,,,,,1882,346135,543.7,620.0327973,,
2019,Santa Barbara,90,Prevention Quality Overall Composite,,,,,2007,346808,578.7,653.9302776,,
2020,Santa Barbara,90,Prevention Quality Overall Composite,,,,,1734,346389,500.6,559.8448977,,
2005,Santa Barbara,91,Prevention Quality Acute Composite,1428,306606,465.7,482.2,,,,,,
2006,Santa Barbara,91,Prevention Quality Acute Composite,1462,307420,475.6,489.0,,,,,,
2007,Santa Barbara,91,Prevention Quality Acute Composite,1396,310281,449.9,458.5,,,,,,
2008,Santa Barbara,91,Prevention Quality Acute Composite,1291,314006,411.1,415.7,,,,,,
2009,Santa Barbara,91,Prevention Quality Acute Composite,1131,317734,356.0,358.8,,,,,,
2010,Santa Barbara,91,Prevention Quality Acute Composite,1096,321346,341.1,342.8,,,,,,
2011,Santa Barbara,91,Prevention Quality Acute Composite,1058,323344,327.2,326.4,,,,,,
2012,Santa Barbara,91,Prevention Quality Acute Composite,1078,314909,342.3,329.4,,,,,,
2013,Santa Barbara,91,Prevention Quality Acute Composite,1089,319459,340.9,325.9,,,,,,
2014,Santa Barbara,91,Prevention Quality Acute Composite,1003,324453,309.1,299.4,,,,,,
2015,Santa Barbara,91,Prevention Quality Acute Composite,679,241070,281.7,262.3,,,,,,
2016,Santa Barbara,91,Prevention Quality Acute Composite,,,,,562,344335,163.2,182.3754062,,
2017,Santa Barbara,91,Prevention Quality Acute Composite,,,,,479,345601,138.6,153.5767212,,
2018,Santa Barbara,91,Prevention Quality Acute Composite,,,,,433,346133,125.1,137.4259872,,
2019,Santa Barbara,91,Prevention Quality Acute Composite,,,,,389,346808,112.2,121.9165996,,
2020,Santa Barbara,91,Prevention Quality Acute Composite,,,,,291,346389,84.0,90.22586222,,
2005,Santa Barbara,92,Prevention Quality Chronic Composite,1605,306606,523.5,557.6,,,,,,
2006,Santa Barbara,92,Prevention Quality Chronic Composite,1555,307420,505.8,536.0,,,,,,
2007,Santa Barbara,92,Prevention Quality Chronic Composite,1501,310281,483.8,508.9,,,,,,
2008,Santa Barbara,92,Prevention Quality Chronic Composite,1349,314006,429.6,449.0,,,,,,
2009,Santa Barbara,92,Prevention Quality Chronic Composite,1445,317734,454.8,473.8,,,,,,
2010,Santa Barbara,92,Prevention Quality Chronic Composite,1435,321346,446.6,463.3,,,,,,
2011,Santa Barbara,92,Prevention Quality Chronic Composite,1309,323344,404.8,418.1,,,,,,
2012,Santa Barbara,92,Prevention Quality Chronic Composite,1380,314909,438.2,435.7,,,,,,
2013,Santa Barbara,92,Prevention Quality Chronic Composite,1430,319459,447.6,442.6,,,,,,
2014,Santa Barbara,92,Prevention Quality Chronic Composite,1401,324453,431.8,432.9,,,,,,
2015,Santa Barbara,92,Prevention Quality Chronic Composite,1067,241070,442.6,426.3,,,,,,
2016,Santa Barbara,92,Prevention Quality Chronic Composite,,,,,1404,344335,407.7,478.1199801,,
2017,Santa Barbara,92,Prevention Quality Chronic Composite,,,,,1535,345601,444.2,516.8916528,,
2018,Santa Barbara,92,Prevention Quality Chronic Composite,,,,,1449,346132,418.6,483.2563656,,
2019,Santa Barbara,92,Prevention Quality Chronic Composite,,,,,1618,346808,466.5,533.91039,,
2020,Santa Barbara,92,Prevention Quality Chronic Composite,,,,,1443,346389,416.6,472.0963261,,
2016,Santa Barbara,93,Prevention Quality Diabetes Composite,,,,,344,344335,99.9,111.4169175,,
2017,Santa Barbara,93,Prevention Quality Diabetes Composite,,,,,349,345601,101.0,112.34829,,
2018,Santa Barbara,93,Prevention Quality Diabetes Composite,,,,,426,346132,123.1,136.5032882,,
2019,Santa Barbara,93,Prevention Quality Diabetes Composite,,,,,500,346808,144.2,159.4630507,,
2020,Santa Barbara,93,Prevention Quality Diabetes Composite,,,,,490,346389,141.5,155.9228346,,
2005,Santa Clara,1,Diabetes Short-term Complications,449,1267009,35.4,34.3,,,,,,
2006,Santa Clara,1,Diabetes Short-term Complications,453,1280352,35.4,34.3,,,,,,
2007,Santa Clara,1,Diabetes Short-term Complications,419,1297418,32.3,31.3,,,,,,
2008,Santa Clara,1,Diabetes Short-term Complications,483,1319407,36.6,35.6,,,,,,
2009,Santa Clara,1,Diabetes Short-term Complications,485,1339490,36.2,35.3,,,,,,
2010,Santa Clara,1,Diabetes Short-term Complications,525,1357407,38.7,37.8,,,,,,
2011,Santa Clara,1,Diabetes Short-term Complications,535,1377352,38.8,38.1,,,,,,
2012,Santa Clara,1,Diabetes Short-term Complications,579,1358776,42.6,42.6,,,,,,
2013,Santa Clara,1,Diabetes Short-term Complications,609,1383328,44.0,44.2,,,,,,
2014,Santa Clara,1,Diabetes Short-term Complications,620,1385342,44.8,44.6,,,,,,
2015,Santa Clara,1,Diabetes Short-term Complications,508,1063381,47.8,48.5,,,,,,
2016,Santa Clara,1,Diabetes Short-term Complications,,,,,333,1493296,22.3,36.92154068,,
2017,Santa Clara,1,Diabetes Short-term Complications,,,,,383,1501944,25.5,42.30835045,,
2018,Santa Clara,1,Diabetes Short-term Complications,,,,,537,1508214,35.6,59.18542964,,
2019,Santa Clara,1,Diabetes Short-term Complications,,,,,544,1507624,36.1,60.11556386,,
2020,Santa Clara,1,Diabetes Short-term Complications,,,,,552,1500862,36.8,61.43376463,,
2005,Santa Clara,2,Perforated Appendix,340,1474,23.1,24.7,,,,,,
2006,Santa Clara,2,Perforated Appendix,365,1495,24.4,25.9,,,,,,
2007,Santa Clara,2,Perforated Appendix,374,1630,22.9,24.3,,,,,,
2008,Santa Clara,2,Perforated Appendix,340,1587,21.4,23.0,,,,,,
2009,Santa Clara,2,Perforated Appendix,350,1590,22.0,23.6,,,,,,
2010,Santa Clara,2,Perforated Appendix,347,1465,23.7,24.8,,,,,,
2011,Santa Clara,2,Perforated Appendix,373,1299,28.7,29.9,,,,,,
2012,Santa Clara,2,Perforated Appendix,350,1243,28.2,28.7,,,,,,
2013,Santa Clara,2,Perforated Appendix,350,1089,32.1,32.5,,,,,,
2014,Santa Clara,2,Perforated Appendix,350,899,38.9,38.2,,,,,,
2015,Santa Clara,2,Perforated Appendix,282,631,44.7,42.1,,,,,,
2005,Santa Clara,3,Diabetes Long-term Complications,1069,1267009,84.4,94.7,,,,,,
2006,Santa Clara,3,Diabetes Long-term Complications,1122,1280352,87.6,97.7,,,,,,
2007,Santa Clara,3,Diabetes Long-term Complications,1033,1297418,79.6,88.1,,,,,,
2008,Santa Clara,3,Diabetes Long-term Complications,979,1319407,74.2,81.5,,,,,,
2009,Santa Clara,3,Diabetes Long-term Complications,1097,1339490,81.9,89.2,,,,,,
2010,Santa Clara,3,Diabetes Long-term Complications,1027,1357407,75.7,81.5,,,,,,
2011,Santa Clara,3,Diabetes Long-term Complications,976,1377352,70.9,75.7,,,,,,
2012,Santa Clara,3,Diabetes Long-term Complications,918,1358776,67.6,69.7,,,,,,
2013,Santa Clara,3,Diabetes Long-term Complications,957,1383328,69.2,70.8,,,,,,
2014,Santa Clara,3,Diabetes Long-term Complications,934,1385342,67.4,69.3,,,,,,
2015,Santa Clara,3,Diabetes Long-term Complications,763,1063381,71.8,71.7,,,,,,
2016,Santa Clara,3,Diabetes Long-term Complications,,,,,797,1493296,53.4,85.46875108,,
2017,Santa Clara,3,Diabetes Long-term Complications,,,,,916,1501944,61.0,97.19047213,,
2018,Santa Clara,3,Diabetes Long-term Complications,,,,,768,1508214,50.9,80.8032439,,
2019,Santa Clara,3,Diabetes Long-term Complications,,,,,915,1507624,60.7,95.7562879,,
2020,Santa Clara,3,Diabetes Long-term Complications,,,,,826,1500862,55.0,86.19258368,,
2005,Santa Clara,5,COPD or Asthma in Older Adults (Age 40+),1758,706205,248.9,277.1,,,,,,
2006,Santa Clara,5,COPD or Asthma in Older Adults (Age 40+),1681,718692,233.9,259.4,,,,,,
2007,Santa Clara,5,COPD or Asthma in Older Adults (Age 40+),1663,733072,226.9,250.1,,,,,,
2008,Santa Clara,5,COPD or Asthma in Older Adults (Age 40+),1942,750523,258.8,284.0,,,,,,
2009,Santa Clara,5,COPD or Asthma in Older Adults (Age 40+),1873,768933,243.6,265.9,,,,,,
2010,Santa Clara,5,COPD or Asthma in Older Adults (Age 40+),1834,787863,232.8,252.8,,,,,,
2011,Santa Clara,5,COPD or Asthma in Older Adults (Age 40+),1737,806201,215.5,232.5,,,,,,
2012,Santa Clara,5,COPD or Asthma in Older Adults (Age 40+),1623,824722,196.8,211.0,,,,,,
2013,Santa Clara,5,COPD or Asthma in Older Adults (Age 40+),1604,843341,190.2,202.1,,,,,,
2014,Santa Clara,5,COPD or Asthma in Older Adults (Age 40+),1557,845696,184.1,196.7,,,,,,
2015,Santa Clara,5,COPD or Asthma in Older Adults (Age 40+),1355,662539,204.5,214.4,,,,,,
2016,Santa Clara,5,COPD or Asthma in Older Adults (Age 40+),,,,,1563,877235,178.2,279.0162867,,
2017,Santa Clara,5,COPD or Asthma in Older Adults (Age 40+),,,,,1577,882629,178.7,276.5266015,,
2018,Santa Clara,5,COPD or Asthma in Older Adults (Age 40+),,,,,1186,885380,134.0,204.8025829,,
2019,Santa Clara,5,COPD or Asthma in Older Adults (Age 40+),,,,,1111,885794,125.4,189.4158904,,
2020,Santa Clara,5,COPD or Asthma in Older Adults (Age 40+),,,,,667,885126,75.4,112.7026827,,
2005,Santa Clara,7,Hypertension,185,1267009,14.6,16.5,,,,,,
2006,Santa Clara,7,Hypertension,186,1280352,14.5,16.3,,,,,,
2007,Santa Clara,7,Hypertension,223,1297418,17.2,19.1,,,,,,
2008,Santa Clara,7,Hypertension,264,1319407,20.0,22.1,,,,,,
2009,Santa Clara,7,Hypertension,237,1339490,17.7,19.4,,,,,,
2010,Santa Clara,7,Hypertension,251,1357407,18.5,20.1,,,,,,
2011,Santa Clara,7,Hypertension,245,1377352,17.8,19.1,,,,,,
2012,Santa Clara,7,Hypertension,241,1358776,17.7,18.4,,,,,,
2013,Santa Clara,7,Hypertension,284,1383328,20.5,21.2,,,,,,
2014,Santa Clara,7,Hypertension,301,1385342,21.7,22.5,,,,,,
2015,Santa Clara,7,Hypertension,234,1063381,22.0,22.2,,,,,,
2016,Santa Clara,7,Hypertension,,,,,345,1493296,23.1,38.09886889,,
2017,Santa Clara,7,Hypertension,,,,,486,1501944,32.4,53.06991417,,
2018,Santa Clara,7,Hypertension,,,,,428,1508214,28.4,46.3021027,,
2019,Santa Clara,7,Hypertension,,,,,470,1507624,31.2,50.52721543,,
2020,Santa Clara,7,Hypertension,,,,,348,1500862,23.2,37.29587329,,
2005,Santa Clara,8,Heart Failure,3166,1267009,249.9,313.8,,,,,,
2006,Santa Clara,8,Heart Failure,3330,1280352,260.1,322.0,,,,,,
2007,Santa Clara,8,Heart Failure,3105,1297418,239.3,291.8,,,,,,
2008,Santa Clara,8,Heart Failure,3194,1319407,242.1,291.4,,,,,,
2009,Santa Clara,8,Heart Failure,2965,1339490,221.4,262.5,,,,,,
2010,Santa Clara,8,Heart Failure,3058,1357407,225.3,262.8,,,,,,
2011,Santa Clara,8,Heart Failure,3075,1377352,223.3,255.6,,,,,,
2012,Santa Clara,8,Heart Failure,2949,1358776,217.0,238.3,,,,,,
2013,Santa Clara,8,Heart Failure,3220,1383328,232.8,251.9,,,,,,
2014,Santa Clara,8,Heart Failure,3162,1385342,228.2,247.2,,,,,,
2015,Santa Clara,8,Heart Failure,2568,1063381,241.5,251.8,,,,,,
2016,Santa Clara,8,Heart Failure,,,,,3866,1493296,258.9,381.0088782,,
2017,Santa Clara,8,Heart Failure,,,,,4177,1501944,278.1,403.0730328,,
2018,Santa Clara,8,Heart Failure,,,,,4092,1508214,271.3,387.3090919,,
2019,Santa Clara,8,Heart Failure,,,,,4289,1507624,284.5,399.1159648,,
2020,Santa Clara,8,Heart Failure,,,,,3584,1500862,238.8,329.6645202,,
2005,Santa Clara,10,Dehydration,1203,1267009,94.9,114.4,,,,,,
2006,Santa Clara,10,Dehydration,1175,1280352,91.8,109.3,,,,,,
2007,Santa Clara,10,Dehydration,1383,1297418,106.6,125.5,,,,,,
2008,Santa Clara,10,Dehydration,1260,1319407,95.5,111.4,,,,,,
2009,Santa Clara,10,Dehydration,934,1339490,69.7,80.4,,,,,,
2010,Santa Clara,10,Dehydration,810,1357407,59.7,67.9,,,,,,
2011,Santa Clara,10,Dehydration,841,1377352,61.1,68.5,,,,,,
2012,Santa Clara,10,Dehydration,790,1358776,58.1,63.0,,,,,,
2013,Santa Clara,10,Dehydration,838,1383328,60.6,64.9,,,,,,
2014,Santa Clara,10,Dehydration,742,1385342,53.6,57.4,,,,,,
2015,Santa Clara,10,Dehydration,628,1063381,59.1,61.4,,,,,,
2005,Santa Clara,11,Community-Acquired Pneumonia,3089,1267009,243.8,295.1,,,,,,
2006,Santa Clara,11,Community-Acquired Pneumonia,2749,1280352,214.7,256.9,,,,,,
