X,Y,OBJECTID,SITEID,SITENAME,AGENCY,OBSERVATIONTYPE,LATDD,LONGDD,HORIZONTALDATUM,TOTALDEPTH,CASEDDEPTH,COMMENTS
-81.0172214974433,28.3938922958271,624,OR0669,Cocoa 13T,SJRWMD,Well,28.39388698,-81.0172185,,315,295,
-81.3739641365138,29.4666562318612,625,F-0353,Westside Bapt,SJRWMD,Well,29.46665067,-81.373961,,240,185,
-81.3653670759306,29.1420504035587,626,V-1030,DeLeon Spg SP,SJRWMD,Well,29.14204492,-81.36536395,,200,120,
-82.0108349239548,29.9830587600726,627,C-1014,Camp Blanding SR16,SJRWMD,Well,29.98305309,-82.01083158,,430,210,
-82.018598999835,29.7916860522933,628,C-0442,Moody,SJRWMD,Well,29.79168043,-82.01859566,,240,185,
-81.9566821267372,29.8200473183527,629,C-0453,Gold Head SP,SJRWMD,Well,29.82004169,-81.95667881,,375,196,
-81.1532628872969,29.1546997435526,630,V-1213,Tiger Bay Site 1,SJRWMD,Well,29.15469425,-81.15325982,,150,100,
-80.9221942928804,29.017928550911,631,V-0508,Smith St & US1,SJRWMD,Well,29.01792308,-80.9221913,,210,170,
-81.3840303731013,28.8016281436676,632,S-0718,Sylvan Lk,SJRWMD,Well,28.80162274,-81.38402725,,202,110,
-81.1188409876907,28.7138365681859,633,S-0001,Geneva FS,SJRWMD,Well,28.71383118,-81.11883795,,204,92,
-81.5808945218876,28.7083592750173,634,OR0106,Plymouth Twr,SJRWMD,Well,28.7083539,-81.58089135,,395,100,
-81.9529921197121,30.7831710114176,635,N-0221,St. Marys WMA,SJRWMD,Well,30.78316515,-81.95298876,,812,540,
-81.4687784478802,29.306583551794,636,V-0064,Cowarts Rd,SJRWMD,Well,29.30657803,-81.46877529,,158,113,
-81.3181250268964,29.0015921216322,637,V-0867,Holiday Hills,SJRWMD,Well,29.00158667,-81.31812192,,194,101,
-81.7421032117027,28.4586053107627,638,L-0677,Lk Louisa SP,SJRWMD,Well,28.4586,-81.7421,,485,160,
-81.7132016556622,28.4245250261308,639,L-0709,Smokehouse Lk,SJRWMD,Well,28.42451972,-81.71319845,,101,81,
-81.6857260001389,29.3118363376011,640,M-0021,Salt Run,SJRWMD,Well,29.31183082,-81.68572278,,277,268,
-82.0905760781261,29.194683830497,641,M-0040,SR40 Ocala,SJRWMD,Well,29.19467835,-82.09057274,,90,61,
-81.3655559646874,29.2044476041548,642,V-0062,Barberville,SJRWMD,Well,29.2044421,-81.36555284,,155,132,
-81.1580623325424,29.1665666869146,643,V-1222,Tiger Bay Site 4,SJRWMD,Well,29.16656119,-81.15805927,,150,102,
-81.1548437211294,29.1664355760465,644,V-1219,Tiger Bay Site 3,SJRWMD,Well,29.16643008,-81.15484066,,150,100,
-81.265941698742,29.2293367166964,645,V-0090,Union Camp,SJRWMD,Well,29.22933121,-81.2659386,,151,74,
-81.2098523986161,29.0413505285708,646,V-0118,I-4 W of SR44,SJRWMD,Well,29.04134506,-81.20984932,,241,72,
-81.9377485917759,30.1572117572719,647,C-0583,Yellow Water Ck,SJRWMD,Well,30.15720605,-81.93774526,,540,480,
-81.1147215344184,28.6805588156758,648,S-1201,Snow Hill,SJRWMD,Well,28.68055343,-81.1147185,,140,100,
-82.1497981664766,29.2736004424666,649,M-0419,Sheriffs Office,SJRWMD,Well,29.27359494,-82.14979481,,62,47,
-81.9233236451267,30.4011059091988,650,N-0237,Carey State Forest,SJRWMD,Well,30.40110014,-81.92332031,,500,450,
-81.4755546288002,28.547781316494,651,OR0047,Orlo Vista,SJRWMD,Well,28.54777597,-81.47555149,,350,328,
-82.0558347022166,29.0516701013942,652,M-0465,Belleview ES,SJRWMD,Well,29.05166465,-82.05583138,,120,64,
-81.2566556008949,29.4641980626137,653,F-0087,Flagler,SJRWMD,Well,29.4641925,-81.2566525,,0,0,
-81.5840812230989,30.2716572401016,654,D-1499,Goodnow Rd,SJRWMD,Well,30.27165149,-81.58407799,,620,520,
-81.5086107580182,28.6663925372375,655,OR0796,Crate Mill,SJRWMD,Well,28.66638717,-81.50860761,,270,185,
-81.3904367144441,29.0131560011727,656,L-0059,Crows Bluff,SJRWMD,Well,29.01315054,-81.39043359,,170,153,
-80.5135123844005,27.6905118389853,657,IR0963,Corrigan Rch,SJRWMD,Well,27.69050668,-80.51350956,,440,390,
-80.6960978498687,28.4485590807966,658,BR2115,Kings Pk,SJRWMD,Well,28.44855374,-80.69609494,,200,150,
-81.1168993319421,28.736478218812,659,S-1253,Geneva FS,SJRWMD,Well,28.73647282,-81.11689629,,280,130,
-81.5723068126732,29.113011349772,660,L-0040,Alexander Spg CR445,SJRWMD,Well,29.11300587,-81.57230363,,171,140,
-81.743964322354,28.3783441804016,661,L-0051,Horsehead Pd,SJRWMD,Well,28.37833889,-81.74396111,,115,85,
-82.1758267497854,30.1728032256608,662,BA0019,Manning,SJRWMD,Well,30.17279752,-82.17582335,,710,410,
-80.7293376023517,27.9988563694454,663,BR0645,Platt,SJRWMD,Well,27.99885114,-80.7293347,,0,0,
-81.3164495903804,28.8264144134644,664,S-1397,Sanford Zoo,SJRWMD,Well,28.826409,-81.31644649,,180,120,
-81.3650745304441,28.7352284331757,665,S-1408,Lk Mary,SJRWMD,Well,28.73522304,-81.36507142,,200,150,
-81.8358348685496,28.99278091395,666,M-0483,Blue House,SJRWMD,Well,28.99277547,-81.83583161,,240,192,
-82.3915088162918,30.2127371121033,667,BA0096,Olustee Battlefield,SJRWMD,Well,30.2127314,-82.39150535,,0,0,
-81.8914713715124,28.8119377426032,668,L-0054,College St,SJRWMD,Well,28.81193235,-81.89146811,,213,90,
-81.4531055605622,29.3483370010483,669,V-0924,Crescent Lk CA,SJRWMD,Well,29.34833147,-81.4531024,,138,95,
-81.2625878357407,29.5353850767501,670,F-0208,Bunnell Twr,SJRWMD,Well,29.53537949,-81.26258473,,211,150,
-81.7556401663888,29.1746974158236,671,M-0717,Ocala NF off FR13,SJRWMD,Well,29.17469193,-81.75563693,,190,140,
-81.674797181632,28.602502482474,672,L-0658,Montverde,SJRWMD,Well,28.60249713,-81.67479398,,291,164,
-81.1553368268881,29.273872073662,673,F-0286,Ormond Bch Flagler 2,SJRWMD,Well,29.27386655,-81.15533376,,270,90,
-81.6396681236353,29.0330030654349,674,L-1047,Ocala NF NR CR445,SJRWMD,Well,29.03299761,-81.63966492,,200,150,
-81.7055562471562,30.5361149345388,675,D-1503,Wright,SJRWMD,Well,30.53610913,-81.70555297,,540,434,
-81.8269457025004,29.1823641234143,676,M-0723,Ocala NF off FR5 N,SJRWMD,Well,29.18235864,-81.82694244,,225,175,
-81.3928130104323,28.5599540044626,677,OR0046,Lk Adair,SJRWMD,Well,28.55994866,-81.3928099,,400,105,
-81.4573031974039,30.0857983844153,678,SJ0029,Durbin Twr,SJRWMD,Well,30.08579268,-81.45730001,,603,350,
-81.6942757830344,29.6641616261238,679,P-0123,DHQ,SJRWMD,Well,29.66415602,-81.69427254,,394,182,
-81.2033132018866,28.8090254422245,680,V-0818,Osteen,SJRWMD,Well,28.80902003,-81.20331014,,188,128,
-81.627778318384,30.1658370004382,681,D-1301,Mandarin Terrace,SJRWMD,Well,30.16583128,-81.62777508,,780,500,
-81.7745453286014,30.2994092828911,682,D-0221,Rolling Hills,SJRWMD,Well,30.29940353,-81.77454204,,0,0,
-81.4937006212115,30.385521150365,683,D-0424,Ft Caroline Nat Pk,SJRWMD,Well,30.38551537,-81.49369741,,705,424,
-81.9330582832486,30.6913926826506,684,N-0334,Hilliard ES,SJRWMD,Well,30.69138685,-81.93305493,,565,515,
-81.3948071530867,30.3146895698297,685,D-0160,Neptune Bch,SJRWMD,Well,30.31468381,-81.39480398,,585,340,
-81.8728591609993,28.7441626749442,686,L-0902,Palatlakaha Dam M1,SJRWMD,Well,28.7441573,-81.8728559,,204,134,
-81.5200879225969,30.1916342345268,687,D-1350,Chesser Lk Rd E,SJRWMD,Well,30.1916285,-81.52008471,,570,470,
-81.7809329090193,30.1994099262723,688,D-1292,Indian Trls,SJRWMD,Well,30.1994042,-81.78092962,,621,432,
-81.2825709794283,29.8738623852007,689,SJ0323,Anastasia SP,SJRWMD,Well,29.87385672,-81.28256785,,315,215,
-81.5759121357304,29.589973731415,690,P-0164,San Mateo,SJRWMD,Well,29.58996814,-81.57590893,,260,173,
-80.3974105013966,27.7515587509532,691,IR0988,Capt Forsters Pres,SJRWMD,Well,27.75155357,-80.3974077,,490,440,
-81.3050652776488,29.4113683743683,692,F-0179,SR 11,SJRWMD,Well,29.41136282,-81.30506216,,150,90,
-81.5342895544322,29.1628916868917,693,L-0045,Astor,SJRWMD,Well,29.1628862,-81.53428638,,254,175,
-81.083963997955,29.1732922426504,694,V-0099,I-95 & US92 Daytona,SJRWMD,Well,29.17328674,-81.08396095,,498,152,
-81.9133349292487,28.5350037995772,695,L-0062,Mascotte,SJRWMD,Well,28.53499847,-81.91333167,,160,63,
-81.0669436681183,28.3947256212052,696,OR0740,Cocoa A,SJRWMD,Well,28.39472031,-81.06694065,,516,301,
-80.9550303861537,28.9758284948122,697,V-0435,Glencoe Rd,SJRWMD,Well,28.97582304,-80.95502739,,174,100,
-81.1302277749586,29.3804397377586,698,V-0443,Bellmeade Corp,SJRWMD,Well,29.38043419,-81.13022471,,180,101,
-81.0559499762673,29.2869147059298,699,V-0449,Granada Bridge,SJRWMD,Well,29.28690917,-81.05594694,,121,92,
-80.9846971577779,29.1751480229068,700,V-0200,Daytona Bch Shrs,SJRWMD,Well,29.17514252,-80.98469414,,160,98,
-81.0927770614037,28.546947802923,701,OR0007,Bithlo,SJRWMD,Well,28.54694245,-81.09277404,,492,151,
-81.309230460936,28.348497228391,702,OR0030,Boggy Ck Rd,SJRWMD,Well,28.34849193,-81.30922738,,0,0,
-81.3595142598005,29.0870226506072,703,V-0156,Glenwood,SJRWMD,Well,29.08701718,-81.35951114,,195,65,
-81.2395609433648,28.9701794648366,704,V-0777,Lk Helen,SJRWMD,Well,28.97017402,-81.23955786,,196,115,
-81.2231385994245,29.0960700037922,705,V-0081,Deland USGS,SJRWMD,Well,29.09606452,-81.22313552,,639,94,
-81.0690218576794,28.9056727867195,706,V-0198,Lk Ashby Twr,SJRWMD,Well,28.90566735,-81.06901883,,122,88,
-81.6459064572675,28.36751072882,707,OR0064,Lk Oliver,SJRWMD,Well,28.36750544,-81.64590328,,0,0,
-82.3034334144741,29.6062755713782,708,Alachua Sink,Alachua Sink,ACEPD,Well,29.60627,-82.30343,,0,0,
-82.4587534615843,29.6676855815998,709,Alcorn,Alcorn,ACEPD,Well,29.66768,-82.45875,,0,0,
-82.663608530351,29.9191356343629,710,Alford,Alford,ACEPD,Well,29.91913,-82.663605,,0,0,
-82.5417134792697,29.4806655352343,711,Asbell,Asbell,ACEPD,Well,29.48066,-82.54171,,0,0,
-82.1511833750138,29.7391556075093,712,Balu DD,Balu DD,ACEPD,Well,29.73915,-82.15118,,0,0,
-82.5201734747147,29.5258055464599,713,Batey,Batey,ACEPD,Well,29.5258,-82.52017,,0,0,
-82.0827733509047,29.6038955767672,714,Bickmeyer,Bickmeyer,ACEPD,Well,29.60389,-82.08277,,0,0,
-82.3696934417147,29.8051656161604,715,Bliss,Bliss,ACEPD,Well,29.80516,-82.36969,,0,0,
-82.6915495384927,29.9088586311708,716,Brady,Brady,ACEPD,Well,29.908853,-82.691546,,0,0,
-82.3862434488404,29.8711856310995,717,Broadway,Broadway,ACEPD,Well,29.87118,-82.38624,,0,0,
-82.7200935471144,29.9098506310317,718,Brown,Brown,ACEPD,Well,29.909845,-82.72009,,0,0,
-82.70985854123,29.8440616158747,719,Butt,Butt,ACEPD,Well,29.844056,-82.709855,,0,0,
-82.7063185338214,29.672580575961,720,CB Hines,CB Hines,ACEPD,Well,29.672575,-82.706315,,0,0,
-82.5153744804547,29.7228725925,721,Clark,Clark,ACEPD,Well,29.722867,-82.515371,,0,0,
-82.5402534897715,29.7701256035752,722,Dollar General,Dollar General,ACEPD,Well,29.77012,-82.54025,,0,0,
-82.2779634109917,29.7032655948057,723,DOT FL-28,DOT FL-28,ACEPD,Well,29.70326,-82.27796,,0,0,
-82.7605655585997,29.9137836301528,724,Douglas,Douglas,ACEPD,Well,29.913778,-82.760562,,0,0,
-82.1615133692301,29.4851555470005,725,Fahning (Taylor),Fahning (Taylor),ACEPD,Well,29.48515,-82.16151,,0,0,
-82.64471952323,29.8613536212826,726,Fleming,Fleming,ACEPD,Well,29.861348,-82.644716,,0,0,
-82.3602834337754,29.6691555843601,727,Garrett,Garrett,ACEPD,Well,29.66915,-82.36028,,0,0,
-82.5690824974133,29.7708586027826,728,GC Jones,GC Jones,ACEPD,Well,29.770853,-82.569079,,0,0,
-82.4320134529013,29.6293855737095,729,Gorenberg,Gorenberg,ACEPD,Well,29.62938,-82.43201,,0,0,
-82.5243234810937,29.6652155790949,730,Gresham,Gresham,ACEPD,Well,29.66521,-82.52432,,0,0,
-82.6585925280194,29.8793856249348,731,Hall-Manship,Hall-Manship,ACEPD,Well,29.87938,-82.658589,,0,0,
-82.4399934566355,29.6840655856006,732,Haufler,Haufler,ACEPD,Well,29.68406,-82.43999,,0,0,
-82.6841385295653,29.7269745885761,733,Hodge,Hodge,ACEPD,Well,29.726969,-82.684135,,0,0,
-82.6857155347153,29.8588456198179,734,Hodson,Hodson,ACEPD,Well,29.85884,-82.685712,,0,0,
-82.4904134722826,29.6886555852633,735,Hogle,Hogle,ACEPD,Well,29.68865,-82.49041,,0,0,
-82.427573450043,29.5958755652171,736,Holliman,Holliman,ACEPD,Well,29.59587,-82.42757,,0,0,
-82.5806014995925,29.7331595936665,737,Julie Pocklington,Julie Pocklington,ACEPD,Well,29.733154,-82.580598,,0,0,
-82.6419075245493,29.9153996345795,738,July,July,ACEPD,Well,29.915394,-82.641904,,0,0,
-82.7114685401644,29.8147326087676,739,Karst Environmental,Karst Environmental,ACEPD,Well,29.814727,-82.711465,,0,0,
-82.5996705072467,29.8014666087924,740,Lander,Lander,ACEPD,Well,29.801461,-82.599667,,0,0,
-82.8398385766276,29.7957126003008,741,LeClaire,LeClaire,ACEPD,Well,29.795707,-82.839835,,0,0,
-82.6158325108277,29.7721436014913,742,Loncala Office,Loncala Office,ACEPD,Well,29.772138,-82.615829,,0,0,
-82.6521505200904,29.739347593043,743,Loncala Ranch,Loncala Ranch,ACEPD,Well,29.739342,-82.652147,,0,0,
-82.6506645244661,29.8451676173511,744,Main,Main,ACEPD,Well,29.845162,-82.650661,,0,0,
-82.4405434553441,29.6417455758444,745,Majors,Majors,ACEPD,Well,29.64174,-82.44054,,0,0,
-82.3384634231424,29.5578955594918,746,Martin,Martin,ACEPD,Well,29.55789,-82.33846,,0,0,
-82.612613514122,29.8824726272192,747,Mcalhaney,Mcalhaney,ACEPD,Well,29.882467,-82.61261,,0,0,
-82.6157325062802,29.6464395720528,748,McDilda,McDilda,ACEPD,Well,29.646434,-82.615729,,0,0,
-82.53978348233,29.5895955604348,749,McGraw,McGraw,ACEPD,Well,29.58959,-82.53978,,0,0,
-82.3135534196403,29.6681555855024,750,"McGurn Investments (HRS,G-06)","McGurn Investments (HRS,G-06)",ACEPD,Well,29.66815,-82.31355,,0,0,
-82.5787435043835,29.8621756236987,751,Milne,Milne,ACEPD,Well,29.86217,-82.57874,,0,0,
-82.315433423199,29.7484356043448,752,MW 2-F,MW 2-F,ACEPD,Well,29.74843,-82.31543,,0,0,
-82.3059834194013,29.7114055964892,753,MW 4-F,MW 4-F,ACEPD,Well,29.7114,-82.30598,,0,0,
-82.617186506667,29.6370445700411,754,Newberry Cemetary,Newberry Cemetary,ACEPD,Well,29.637039,-82.617183,,0,0,
-82.1015233622096,29.7753956168745,755,Olson,Olson,ACEPD,Well,29.77539,-82.10152,,0,0,
-82.6535525240393,29.8227486125112,756,Poe Springs Production,Poe Springs Production,ACEPD,Well,29.822743,-82.653549,,0,0,
-82.7442535490738,29.7942716032511,757,Raulerson,Raulerson,ACEPD,Well,29.794266,-82.74425,,0,0,
-82.803163570207,29.8929156244635,758,Rauseo,Rauseo,ACEPD,Well,29.89291,-82.80316,,0,0,
-82.4044834474622,29.7170655948766,759,Schert,Schert,ACEPD,Well,29.71706,-82.40448,,0,0,
-82.675514530472,29.8369436148024,760,Smith,Smith,ACEPD,Well,29.836938,-82.675511,,0,0,
-82.393653442031,29.6514955796219,761,Stahmer,Stahmer,ACEPD,Well,29.65149,-82.39365,,0,0,
-82.731508542842,29.7260285869048,762,Stavely,Stavely,ACEPD,Well,29.726023,-82.731505,,0,0,
-82.7457665522291,29.8735166209669,763,Stevenson,Stevenson,ACEPD,Well,29.873511,-82.745763,,0,0,
-82.7027115413875,29.9147206322456,764,Sulek,Sulek,ACEPD,Well,29.914715,-82.702708,,0,0,
-82.7356145472793,29.8218666091919,765,Taylor,Taylor,ACEPD,Well,29.821861,-82.735611,,0,0,
-82.5110234725142,29.5526755531458,766,Tipton,Tipton,ACEPD,Well,29.55267,-82.51102,,0,0,
-82.4149634469757,29.6201855713593,767,TREEO Center,TREEO Center,ACEPD,Well,29.62018,-82.41496,,0,0,
-82.3232934216909,29.6552055823289,768,United Methodist Church,United Methodist Church,ACEPD,Well,29.6552,-82.32329,,0,0,
-82.48396346959,29.6888455859371,769,VISA #1,VISA #1,ACEPD,Well,29.68884,-82.48396,,0,0,
-82.4147554489559,29.6749475849019,770,VISA #2,VISA #2,ACEPD,Well,29.674942,-82.414752,,0,0,
-82.4362014558106,29.6697285826316,771,VISA #3,VISA #3,ACEPD,Well,29.669723,-82.436198,,0,0,
-82.390613440765,29.6341155759383,772,VISA #4,VISA #4,ACEPD,Well,29.63411,-82.39061,,0,0,
-82.3021934140578,29.6135255728388,773,Wells,Wells,ACEPD,Well,29.61352,-82.30219,,0,0,
-82.433743463662,29.9209156412969,774,Willis,Willis,ACEPD,Well,29.92091,-82.43374,,0,0,
-82.5320204844574,29.6966145858611,775,Wood,Wood,ACEPD,Well,29.696609,-82.532017,,0,0,
-82.5262934846993,29.7453455977445,776,Yates,Yates,ACEPD,Well,29.74534,-82.52629,,0,0,
-84.5217640731705,29.9187507326396,777,182,CAMP G JOHNSTON #10,NWFWMD,Well,29.91874515,-84.52176001,,174,80,
-85.1916930766608,30.2426722983212,778,748,BAKER / MCCOLLUM,NWFWMD,Well,30.24266666,-85.19168881,,200,180,
-85.2987392438573,30.4236187245794,779,2145,OKALOOSA ASPHALT,NWFWMD,Well,30.42361305,-85.29873494,,239,147,
-85.5104630032233,30.7699701212817,780,4912,WILLIAM FISHER,NWFWMD,Well,30.76996438,-85.51045862,,120,106,
-84.7188153648133,29.9590630624713,781,215,BUCKEYE CELLULOSE 41,NWFWMD,Well,29.95905748,-84.71881124,,0,0,
-84.9313623734046,30.1412210397458,782,413,PLACID OIL - SUPPLY,NWFWMD,Well,30.14121542,-84.93135818,,204,163,
-86.2191132931576,30.4111847809776,783,2034,S.L. MATTHEWS,NWFWMD,Well,30.41117914,-86.21910873,,330,165,
-86.8092240845454,30.4130734573298,784,2051,COLONIAL PINES TRAILER PARK,NWFWMD,Well,30.41306784,-86.80921935,,1100,0,
-84.3774304121552,30.4228719054401,785,2137,NWFWMD-BRADFORD BROOK DEEP,NWFWMD,Well,30.42286621,-84.37742637,,140,133,
-86.5205732094114,30.4798288233179,786,2995,EAFB MAIN #61 HARDSTAND,NWFWMD,Well,30.47982318,-86.52056856,,702,404,
-86.0575073384277,30.7270166179371,787,4754,ARGYLE TOWER,NWFWMD,Well,30.7270109,-86.05750281,,236,226,
-86.7994737537578,30.7365866335001,788,4788,STATE HATCHERY #3,NWFWMD,Well,30.73658094,-86.79946901,,587,510,
-85.1097151480487,30.7358635829116,789,4795,INTERNATIONAL PAPER @ CYPRESS,NWFWMD,Well,30.73585784,-85.10971088,,210,94,
-84.9517559707205,30.8256919507989,790,5147,W.R. BUCKHALTER,NWFWMD,Well,30.82568618,-84.95175175,,200,110,
-85.1673704121663,30.9740347718414,791,5671,NWFWMD-HWY 71 NORTH OF MALONE,NWFWMD,Well,30.97402897,-85.16736612,,117,70,
-85.6098598620828,30.4309528504624,792,5958,NWFWMD-GEORGE'S 40 FLORIDAN,NWFWMD,Well,30.43094719,-85.60985547,,270,170,
-84.3130303059387,30.2467389448802,793,7495,NWFWMD-NITRATE #4,NWFWMD,Well,30.24673328,-84.31302629,,70,50,
-84.6520046291537,29.989876654743,794,9092,NWFWMD TRACTOR RD. TH-2,NWFWMD,Well,29.98987106,-84.65200052,,476,210,
-85.8176463761715,30.4398829610542,795,9638,NW BAY CTY - SITE #1 UFA MONITOR,NWFWMD,Well,30.4398773,-85.81764192,,295,189,
-84.6611779969642,29.8461382718371,796,111,CARRABELLE ICE PLANT,NWFWMD,Well,29.84613271,-84.6611739,,93,64,
-84.1764871229754,30.1991428765497,797,671,NEWPORT RECREATION/NITRATE POT. MAP,NWFWMD,Well,30.19913722,-84.17648315,,69,12,
-85.696995158511,30.3994980158845,798,1760,ERIK REPPEN,NWFWMD,Well,30.39949236,-85.69699074,,231,185,
-86.4203458717038,30.453643273806,799,2696,EAFB WHITE POINT #3,NWFWMD,Well,30.45363763,-86.42034125,,550,360,
-85.1279031625006,30.5709255341436,800,3775,ALTHA EAST #2,NWFWMD,Well,30.57091982,-85.1278989,,220,162,
-86.2157412331237,30.5728660755793,801,3797,EAFB RANGE 63 #31,NWFWMD,Well,30.5728604,-86.21573666,,440,278,
-84.9001889858204,30.7090027140425,802,4681,USGS #39/HOMER HIRT,NWFWMD,Well,30.70899697,-84.90018478,,101,70,
-86.6755722469751,30.8002268043222,803,5078,BAKER #1,NWFWMD,Well,30.80022109,-86.67556754,,595,514,
-86.1479463165849,30.8463828681248,804,5240,RAY PETER,NWFWMD,Well,30.84637713,-86.14794175,,320,180,
-85.9071392855089,30.8503084961677,805,5254,C. HOUSEHOLDER,NWFWMD,Well,30.85030275,-85.90713479,,350,240,
-85.6402099994462,30.9879528614219,806,5732,NWFWMD-ESTO FLORIDAN,NWFWMD,Well,30.98794707,-85.64020557,,236,196,
-85.6641798515542,30.4823544741593,807,2992,ED ROGERS #2,NWFWMD,Well,30.4823488,-85.66417544,,280,143,
-85.6852687338901,30.7862239702351,808,5033,BONIFAY #2,NWFWMD,Well,30.78621823,-85.6852643,,193,124,
-85.0137218288007,29.9883853185013,809,226,USFS-HICKORY LANDING,NWFWMD,Well,29.98837974,-85.01371762,,200,174,
-86.1148272346792,30.3726634785386,810,1371,POINT WASHINGTON/MCGEE,NWFWMD,Well,30.37265785,-86.1148227,,365,65,
-84.2184942927616,30.4396177911584,811,2415,TOM BROWN TEST,NWFWMD,Well,30.43961208,-84.21849029,,266,160,
-86.5875900413397,30.5058841414652,812,3210,NWFWMD-EAFB FLD#4 (LOWERMOST  FLRD),NWFWMD,Well,30.50587849,-86.58758537,,1371,938,
-86.4449507198529,30.576285285464,813,3815,EAFB FLD#2 BLDG 2102,NWFWMD,Well,30.57627962,-86.44494608,,585,436,
-85.6462367647378,30.43871587241,814,5953,NWFWMD-POWER LINE,NWFWMD,Well,30.43871021,-85.64623236,,247,147,
-85.7032971584753,30.4484964088683,815,5963,DUREN,NWFWMD,Well,30.44849074,-85.70329274,,210,151,
-86.6506776529004,30.8543362742042,816,8350,OCWS-BAKER MONITOR,NWFWMD,Well,30.85433055,-86.65067295,,430,410,
-85.026363802628,29.7195682474397,817,8351,APALACHICOLA #5,NWFWMD,Well,29.71956273,-85.0263596,,420,326,
-85.3464882179972,29.6761729523142,818,4,EAFB SAN BLAS #107,NWFWMD,Well,29.67616745,-85.34648393,,654,486,
-84.2759353182593,30.4525121093663,819,2691,CITY OF TALLAHASSEE / LAFAYETTE PARK,NWFWMD,Well,30.4525064,-84.2759313,,300,159,
-84.4636953730932,30.5186702730966,820,3342,NWFWMD-FGS-FLORIDAN #2,NWFWMD,Well,30.51866456,-84.4636913,,435,366,
-85.5376858751198,30.3970782764139,821,1524,EDDIE BARNES,NWFWMD,Well,30.39707262,-85.5376815,,200,115,
-86.6613969863568,30.4117157592248,822,2035,MARY ESTHER #2,NWFWMD,Well,30.41171013,-86.6613923,,764,595,
-86.4818007836237,30.4826967207984,823,2994,EAFB POSTIL POINT,NWFWMD,Well,30.48269107,-86.48179614,,510,300,
-85.8415188230174,30.4905811355701,824,3082,MOODY TOWER,NWFWMD,Well,30.49057547,-85.84151436,,190,102,
-86.6305051632513,30.5875674074304,825,3923,EAFB FLD #5 WELL #2,NWFWMD,Well,30.58756174,-86.63050047,,710,524,
-84.4166226315775,30.6459799570659,826,4359,REGISTER/OLD GARLAND,NWFWMD,Well,30.64597421,-84.41661857,,505,436,
-86.5247699261478,30.3884234345082,827,6016,EAFB ISL NCO #71,NWFWMD,Well,30.38841781,-86.52476528,,725,485,
-86.6354795416506,30.4059496092577,828,7523,NWFWMD-LIZA JACKSON,NWFWMD,Well,30.40594399,-86.63547486,,917,835,
-87.0567675559527,30.3873713621391,829,7686,NWFWMD-TIGER POINT,NWFWMD,Well,30.38736575,-87.05676276,,1310,1140,
-85.9856918710904,30.2660600455439,830,9194,PINNACLE PORT #1R,NWFWMD,Well,30.26605443,-85.98568738,,490,380,
-84.8560985965307,29.7639161771676,831,9606,EPWSD #4,NWFWMD,Well,29.76391064,-84.85609444,,325,194,
-85.824215526575,30.3915085297169,832,9748,NW BAY CTY - SITE #2 UFA MONITOR,NWFWMD,Well,30.39150288,-85.82421107,,424,291,
-84.8309425545419,29.7841969824363,833,56,NWFWMD-GREEN POINT FLORIDAN,NWFWMD,Well,29.78419144,-84.83093841,,189,140,
-84.2297916299366,30.5006044255655,834,3156,USGS-OLSON RD./S677,NWFWMD,Well,30.5005987,-84.22978763,,444,289,
-85.5816769723181,30.0629438336569,835,289,TAFB #10/BACKUP#1,NWFWMD,Well,30.06293825,-85.5816726,,645,345,
-84.6769986353022,30.1770052901392,836,589,USFS PORTER LAKE,NWFWMD,Well,30.17699966,-84.67699452,,110,88,
-84.3441891723347,30.2266683038174,837,728,SANDY CAMPBELL / NITRATE POT. MAP,NWFWMD,Well,30.22666265,-84.34418515,,75,36,
-86.2880978920983,30.3732101899992,838,1376,NWFWMD-WEST HEWETT FLORIDAN,NWFWMD,Well,30.37320456,-86.28809331,,725,550,
-85.4345213014915,30.390933582986,839,1637,COUCH CONSTRUCTION,NWFWMD,Well,30.39092792,-85.43451696,,310,184,
-86.6323975466249,30.4364328691217,840,2394,WRIGHT ELEMENTARY,NWFWMD,Well,30.43642724,-86.63239286,,635,535,
-84.3626367505225,30.5283969488838,841,3402,USGS-LAKE JACKSON FLORIDAN,NWFWMD,Well,30.52839122,-84.36263271,,225,100,
-85.3867994366689,30.6167214208007,842,4183,COMPASS LAKE TOWER,NWFWMD,Well,30.61671571,-85.3867951,,522,438,
-86.8770189055178,30.6501487858936,843,4393,EAST MILTON #3/MILLERS BLUFF RD.,NWFWMD,Well,30.65014311,-86.87701415,,800,660,
-86.3542450619868,30.6793615899892,844,4553,EAFB FLD #1 WELL #2 BLDG#1030/USGS #19,NWFWMD,Well,30.6793559,-86.35424045,,630,323,
-85.0770690443099,30.8539072456675,845,5266,NWFWMD-PITTMAN VISA/S661,NWFWMD,Well,30.85390147,-85.07706478,,158,100,
-86.4061860954044,30.8850789174768,846,5363,AL LAWSON,NWFWMD,Well,30.88507318,-86.40618146,,360,279,
-86.2070282423451,30.8999892563704,847,5417,NWFWMD-JACKSON STILL FLORIDAN,NWFWMD,Well,30.89998351,-86.20702366,,240,167,
-85.9894303836137,30.9773665720855,848,5691,COY STAFFORD,NWFWMD,Well,30.9773608,-85.98942586,,140,120,
-84.1409263165621,30.3438610397108,849,7498,NWFWMD-NITRATE #5,NWFWMD,Well,30.34385535,-84.14092234,,270,253,
