,OBJECTID,PANTHERID,SEX,AGE,LOCATION,CAUSE,YEAR,Date,last_edited_date,CauseLong,PANTHERID2,MORTID,AGE_UNITS,month,lon,lat,year
322,2062,K323,Male,35,SBCNP,Other,2011,2011-05-03 04:00:00+00:00,2022-05-02T15:27:17+00:00,Other,,MN-00807,Days,5,-81.10324456807105,25.933437061087048,2011
323,2063,K322,Female,70,SBCNP,Other,2011,2011-05-03 04:00:00+00:00,2022-05-02T15:27:17+00:00,Other,,MN-00806,Days,5,-81.10324456807105,25.933437061087048,2011
324,2064,UCFP160,Male,13,"US 41, at 50 mile bend",Vehicular trauma,2011,2011-04-30 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00688,Months,4,-80.87263165278496,25.804938849398162,2011
325,2065,UCFP159,Female,4.5,"SR 29, near Farmworkers Village",Illegal kill,2011,2011-03-25 04:00:00+00:00,2022-05-02T15:27:17+00:00,Illegal kill,,MN-00687,Years,3,-81.36556218282037,26.379858230414825,2011
326,2066,FP083,Female,11.8,"US41 W of Port of the Isles, found in north bound lanes",Vehicular trauma,2011,2011-03-25 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00609,Years,3,-81.54186917326867,25.969924724446344,2011
327,2067,UCFP158,Male,,"This location was estimated based on email conversation attached.  The carcass was reportedly originally seen here, then moved to 17R 484212 3175865, where it was recovered by LE.",Other,2011,2011-03-17 04:00:00+00:00,2022-05-02T15:27:17+00:00,Other,,MN-00753,,3,-81.08235511660635,28.714910580898664,2011
328,2068,UCFP157,Female,3,"SBCNP; unknown; remains had likely been covered with water and one rib portion found covered by soil, these remains likely have been at the site for at least several months.",Unknown,2011,2011-03-15 04:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00686,Years,3,-81.0429760333141,25.82500799663505,2011
329,2069,FP170,Female,4.5,"PSSF, Swan Lake Prairie, Collier County",ISA,2011,2011-03-02 05:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00842,Years,3,-81.5060711259402,26.080387158577683,2011
330,2070,UCFP156,Male,3.5,"I-75,  near 114mm, Collier County",Vehicular trauma,2011,2011-02-26 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00685,Years,2,-81.74426876241017,26.311675304700014,2011
331,2071,UCFP155,Female,4,Golden Gate Estates,Unknown,2011,2011-02-23 05:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00684,Years,2,-81.64434430964155,26.244368087657808,2011
332,2072,UCFP154,Male,10.5,"Orange grove N of Sears Rd, Hendry County",ISA,2011,2011-01-21 05:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00683,Months,1,-81.35865770369885,26.66489726235564,2011
333,2073,UCFP153,Male,8,"I-75, 98mm, westbound, Collier County",Vehicular trauma,2011,2011-01-21 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00682,Months,1,-81.63812933511132,26.154924799366714,2011
334,2074,UCFP152,Female,3,"I-75, 98mm, eastbound, Collier County",Vehicular trauma,2011,2011-01-13 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00681,Years,1,-81.63226322132165,26.154336676569635,2011
335,2075,K284,Male,1.5,"SR 29, S of Sears Rd., Hendry County",Vehicular trauma,2011,2011-01-07 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00213,Years,1,-81.43622795971122,26.640943370181372,2011
336,2076,FP141,Male,8.5,"Private property, Hendry County. McDaniel's Ranch. west side of CR833, couple miles west of house with pond/pets",Unknown,2011,2011-01-05 05:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00829,Years,1,-81.06440169635839,26.380021527376034,2011
337,2077,UCFP151,Female,14,"Private property, Collier County",ISA,2010,2010-12-23 05:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00680,Months,12,-81.43259398153617,26.279455257423603,2010
338,2078,FP173,Male,5,Lee County Port Authority Mitigation Land,Infectious disease - Pseudorabies,2010,2010-12-22 05:00:00+00:00,2022-05-02T15:27:17+00:00,Infectious disease - Pseudorabies,,MN-00397,Years,12,-81.63854635911734,26.50866519794703,2010
339,2079,UCFP150,Male,8.5,"CR 846, 1.5 miles S of CR 833",Vehicular trauma,2010,2010-12-19 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00679,Months,12,-81.1244557834941,26.451105936232327,2010
340,2080,UCFP149,Male,1.5,"Golden Gate Blvd., 7th ST NW, Collier County",Vehicular trauma,2010,2010-12-13 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00919,Years,12,-81.61819362767872,26.229684054961073,2010
341,2081,UCFP148,Male,2.5,"US 27, 0.5 miles E of SR 80, Hendry County",Vehicular trauma,2010,2010-12-12 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00678,Years,12,-81.07340103594271,26.75375157392684,2010
342,2082,FP176,Male,4.5,"CR 832, OSSF. East of Tower Rd, 600m west of OK slough SF headquarters",Vehicular trauma,2010,2010-11-17 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00846,Years,11,-81.34041377906779,26.599030648527343,2010
343,2083,FP102,Female,12.5,SBCNP,ISA,2010,2010-10-25 04:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00904,Years,10,-81.25286765097691,25.897864960995378,2010
344,2084,FP168,Female,8,"CREW, Flint Pen Strand",ISA,2010,2010-10-15 04:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00840,Years,10,-81.7247796128952,26.389902902128135,2010
345,2085,UCFP147,Female,3,"US 41, 1.7 miles E of Monroe Station, canal on north side US41",Vehicular trauma,2010,2010-10-01 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00677,Years,10,-81.0728905736724,25.860818296066597,2010
346,2086,UCFP146,Female,3.5,"SR 29, 1 miles S of Owl Hammock, Collier Co.",Vehicular trauma,2010,2010-08-03 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00676,Years,8,-81.3433895751089,26.343136747698278,2010
347,2087,UCFP145,Male,17,"SR 29, 3.7km S of Farm Workers Village",Vehicular trauma,2010,2010-06-24 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00675,Months,6,-81.36660763765646,26.380776543159126,2010
348,2088,FP144,Male,6,NBCNP,ISA,2010,2010-06-21 04:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00830,Years,6,-80.93887935251342,26.175233634494838,2010
349,2089,UCFP144,Male,13,"CR 833, 0.66km N of intersect with CR 832",Vehicular trauma,2010,2010-05-31 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00674,Months,5,-81.12747295324223,26.612725610136057,2010
350,2090,UCFP143,Male,7.8,"US 41, 2.2km E of CR951",Vehicular trauma,2010,2010-05-23 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00673,Months,5,-81.68095320149831,26.05175808914006,2010
351,2091,FP158,Female,5,"US 41, 1km E of SR92",Vehicular trauma,2010,2010-05-22 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00836,Years,5,-81.58500559857733,25.988538372740177,2010
352,2092,FP169,Male,5.5,"US 41, 4km W of Monroe Station",Vehicular trauma,2010,2010-05-21 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00841,Years,5,-81.13698299045544,25.867436123204747,2010
353,2093,UCFP142,Female,8,"Golden Gate Blvd., between 5th and 7th St NW",Vehicular trauma,2010,2010-05-04 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00672,Months,5,-81.61898513507217,26.229798029424213,2010
354,2094,UCFP141,Female,5,"Church Road, near Hendry Co landfill",Vehicular trauma,2010,2010-04-29 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00918,Months,4,-81.53092641390714,26.55690556859284,2010
355,2095,UCFP140,Male,1.5,"I-75, mm 117, Lee County",Vehicular trauma,2010,2010-04-15 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00671,Years,4,-81.75250730171236,26.34321567418493,2010
356,2096,FP172,Female,5,NBCNP. 140 west of a cypress pond. Hair on cypress knees indicative of a struggle. Fresh male scrapes in area.,ISA,2010,2010-03-22 04:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00843,Years,3,-81.00048334522964,26.19362191143287,2010
357,2097,FP174,Male,4.5,"I-75, 95mm, eastbound",Vehicular trauma,2010,2010-03-16 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00844,Years,3,-81.59012574776177,26.15306176655176,2010
358,2098,UCFP139,Female,3,"Corkscrew Rd, CREW Marsh Trailhead 1",Vehicular trauma,2010,2010-03-13 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00670,Years,3,-81.53434230628403,26.49238084113176,2010
359,2099,UCFP138,Male,7,"N of Shell Island Rd, Rookery Bay",Unknown,2010,2010-01-29 05:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00669,Years,1,-81.70490352305477,26.019904851617355,2010
360,2100,UCFP137,Male,2.5,"I mile S Corkscrew Rd, near Bella Terra",ISA,2010,2010-01-19 05:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00668,Years,1,-81.71275133653087,26.439143823241256,2010
361,2101,UCFP136,Female,3.5,"County Barn Rd, 0.3 miles S of Davis Blvd",Vehicular trauma,2009,2009-12-31 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00667,Months,12,-81.73028088850864,26.133358610292667,2009
362,2102,UCFP135,Female,4,"SR 29, 2 miles N of Jerome",Vehicular trauma,2009,2009-12-29 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00666,Years,12,-81.34546421359632,26.020768357296827,2009
363,2103,UCFP134,Male,3,"Corkscrew Road, near CREW Gate 5",Vehicular trauma,2009,2009-12-23 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00665,Years,12,-81.5627729375908,26.460182511626318,2009
364,2104,UCFP133,Male,3.5,"I-75, 1/2 miles W Snake Road",Vehicular trauma,2009,2009-12-17 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00664,Years,12,-80.86951264911791,26.17281267524224,2009
365,2105,UCFP132,Male,3.5,"FL Turnpike, S of Yeehaw Junction",Unknown,2009,2009-11-19 05:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00663,Years,11,-80.87002952086776,27.661769992483926,2009
366,2106,UCFP131,Female,3.5,"CR 833, N boundary of BCSIR",Vehicular trauma,2009,2009-11-01 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00662,Months,11,-81.00783988624654,26.344839164824194,2009
367,2107,UCFP130,Female,3.5,"CR 846, 2 miles E of Immokalee",Vehicular trauma,2009,2009-10-21 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00661,Years,10,-81.3749420182163,26.41921953361306,2009
368,2108,UCFP129,Male,3.5,"CR 846, 2 miles E of Immokalee",Vehicular trauma,2009,2009-10-19 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00660,Months,10,-81.37520253863184,26.41915564603259,2009
369,2109,UCFP128,Female,3,North Belle Meade,Illegal kill,2009,2009-10-10 04:00:00+00:00,2022-05-02T15:27:17+00:00,Illegal kill,,MN-00659,Years,10,-81.57045289277121,26.189421050230283,2009
370,2110,UCFP127,Female,3.5,"Turner River, 600m S of US 41",Unknown,2009,2009-10-09 04:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00658,Years,10,-81.2739848882482,25.885762614096997,2009
371,2111,FP166,Male,5.5,"BCSIR, N. of Safari Pen",ISA,2009,2009-10-05 04:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00396,Years,10,-81.05486369818365,26.34926232373039,2009
372,2112,UCFP126,Male,2,"E of Ave Maria, Ranch 1 Orange Gr.",Unknown,2009,2009-09-15 04:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00657,Years,9,-81.37820426454361,26.33706265764688,2009
373,2113,UCFP125,Female,2,"I-75, 96.5mm",Vehicular trauma,2009,2009-09-06 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00656,Years,9,-81.61064005737393,26.153879188427798,2009
374,2114,UCFP124,Male,1.5,"I-75, 90mm",Vehicular trauma,2009,2009-08-05 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00655,Years,8,-81.49953022196361,26.15292590692335,2009
375,2115,FP140,Female,7,"FPNWR, SE of Hog Pond",ISA,2009,2009-06-12 04:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00828,Years,6,-81.40564182716841,26.213303186999866,2009
376,2116,UCFP122,Male,1.5,"CR 846, near Camp Kaeis Rd",Vehicular trauma,2009,2009-05-25 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00654,Years,5,-81.4194250334072,26.3690018758271,2009
377,2117,UCFP121,Male,2,"SR 29, ~4 miles S of I-75",Vehicular trauma,2009,2009-05-14 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00653,Years,5,-81.35581992302137,26.087653223214787,2009
378,2118,UCFP120,Female,2,Big Cypress Mitigation Bank,Illegal kill,2009,2009-04-21 04:00:00+00:00,2022-05-02T15:27:17+00:00,Illegal kill,,MN-00652,Years,4,-81.19156261848559,26.28115310998517,2009
379,2119,UCFP119,Female,2.5,"US 41, Turner River",Vehicular trauma,2009,2009-04-09 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00651,Years,4,-81.26427776874648,25.88840833554171,2009
380,2120,UCFP118,Male,1.5,"Treeline Ave, Lee County",Vehicular trauma,2009,2009-03-25 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00650,Years,3,-81.78541724833441,26.52681128839592,2009
381,2121,UCFP117,Male,3.5,BCSIR,ISA,2009,2009-02-02 05:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00649,Years,2,-81.05931181321249,26.32630772450465,2009
382,2122,UCFP116,Female,4.5,"SR 29, 3 miles S of Immokalee",Vehicular trauma,2009,2009-01-20 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00648,Years,1,-81.37993917905521,26.392651372351136,2009
383,2123,K253,Male,18,"I-75, eastbound exit ramp for SR 29",Vehicular trauma,2009,2009-01-17 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00185,Months,1,-81.34933841924463,26.154325629755796,2009
384,2124,UCFP115,Male,4,"CR 832, E of OSSF",Vehicular trauma,2009,2009-01-11 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00647,Years,1,-81.23578204820917,26.60540023777098,2009
385,2125,UCFP114,Female,4,"CR 858, 1 miles E of Camp Keais Rd",Vehicular trauma,2008,2008-11-29 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00646,Years,11,-81.40068686828323,26.29506032123035,2008
386,2126,UCFP113,Male,4.5,"Alico Road, Lee County",Vehicular trauma,2008,2008-11-26 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00645,Years,11,-81.72496595941774,26.493399884692238,2008
387,2127,UCFP112,Male,2.5,"SR 80, E of CR 833",Vehicular trauma,2008,2008-11-04 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00644,Years,11,-81.12052843351356,26.75278033679478,2008
388,2128,UCFP111,Female,7,"SR 29, 2.4km N of Oil Well Road",Vehicular trauma,2008,2008-10-24 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00643,Months,10,-81.3432461716502,26.32509646020578,2008
389,2129,FP152,Male,5.5,SBCNP Preserve; Turner River Unit; 12.7 km north of Oasis Visitor Center on Hwy. 41 in Big Cypress,Unknown,2008,2008-10-22 04:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00832,Years,10,-81.00324954275538,25.96880790200139,2008
390,2130,UCFP110,Female,2.5,female observed,Vehicular trauma,2008,2008-09-29 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00917,Months,9,-80.58619816505717,25.39397365747879,2008
391,2131,UCFP109,Male,8,"Private Property (J. Ivey), 2 miles E of Corkscrew Sanctuary",Unknown,2008,2008-09-15 04:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00642,Years,9,-81.56429255467486,26.382896729191994,2008
392,2132,FP155,Male,3,"Lee-Hendry Landfill, Hendry Co.",Unknown,2008,2008-09-15 04:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00833,Years,9,-81.52910331268241,26.590590178238863,2008
393,2133,FP107,Female,8,FPNWR,Unknown,2008,2008-08-06 04:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00909,Years,8,-81.35909869565499,26.201733753143092,2008
394,2134,UCFP108,Female,3.5,"CR 846, 1.7 mile E of Oil Grade Rd",Vehicular trauma,2008,2008-07-28 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00641,Years,7,-81.49174532199844,26.366686054331762,2008
395,2135,FP164,Male,2.5,NBCNP; 9.3km northwest of hwy 41 at Oasis Visitor Center,Unknown,2008,2008-07-07 04:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00839,Years,7,-81.02947525829897,25.940758009546624,2008
396,2136,K269,Male,14,SBCNP,ISA,2008,2008-05-23 04:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00199,Days,5,-81.16456345168575,25.977355985354247,2008
397,2137,K268,Female,14,SBCNP,ISA,2008,2008-05-23 04:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00198,Days,5,-81.16456345168575,25.977355985354247,2008
398,2138,UCFP107,Female,2.5,"CR 951, 2.4 km S of US 41 on CR951, crossed E to W",Vehicular trauma,2008,2008-05-22 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00640,Years,5,-81.70035377173637,26.041326662956074,2008
399,2139,FP138,Male,7,"SBCNP, 5.5 km N of Monument Lake Campground",Unknown,2008,2008-05-12 04:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00827,Years,5,-81.08831062085162,25.91471881435265,2008
400,2140,UCFP106,Male,2,"Leonard Boulevard, Lehigh Acres, Lee County",Vehicular trauma,2008,2008-05-04 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00639,Years,5,-81.7290425033973,26.59702900064656,2008
401,2141,UCFP105,Female,5.5,"FSSP, 0.24 miles W of Janes Scenic, N side of Mud Tram",Unknown,2008,2008-04-23 04:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00638,Years,4,-81.42473463728508,26.028855443134788,2008
402,2142,FP131,Male,9,"Horse Trial grounds, N of CR 858, W of SR 29",Other,2008,2008-04-16 04:00:00+00:00,2022-05-02T15:27:17+00:00,Other,,MN-00822,Years,4,-81.35369354247189,26.228176457392244,2008
403,2143,FP157,Male,3,CREW. 1.2km east of Poor Man's Rd. in Flint Pen area of CREW,ISA,2008,2008-04-14 04:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00835,Years,4,-81.64696855718275,26.361825289499116,2008
404,2144,UCFP104,Female,16,"SR 29, 2.6 km N of US 41",Vehicular trauma,2008,2008-04-12 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00637,Months,4,-81.35781489621445,25.927749576414158,2008
405,2145,FP127,Male,5,NBCNP,ISA,2008,2008-03-17 04:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00819,Years,3,-80.8867018114682,26.206661195596418,2008
406,2146,UCFP103,Male,2.5,"Pine Ridge Road, half way between CR951, Logan",Vehicular trauma,2008,2008-03-09 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00636,Years,3,-81.70355538986685,26.212163234621595,2008
407,2147,FP128,Female,7.2,"BCSIR, game pen",Unknown,2007,2007-09-27 04:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,K082,MN-00820,Years,9,-80.97448429170024,26.26903464161559,2007
408,2148,UCFP102,Male,22,"I-75, 1.5 miles E of SR 29",Vehicular trauma,2007,2007-09-12 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00635,Months,9,-81.31635220206171,26.154726925160166,2007
409,2149,K260,Unknown,18,SBCNP,Other,2007,2007-08-27 04:00:00+00:00,2022-05-02T15:27:17+00:00,Other,,MN-00556,Days,8,-81.22558558762611,26.056537303578438,2007
410,2150,K259,Male,18,SBCNP,Other,2007,2007-08-27 04:00:00+00:00,2022-05-02T15:27:17+00:00,Other,,MN-00555,Days,8,-81.22558558762611,26.056537303578438,2007
411,2151,FP103,Female,7,SBCNP Big Cypress National Preserve; In the Turner River Unit; 1.7 miles southeast of Oil Pad #2 at Raccoon Point; 2.7 miles east of turnout 20 on 11 Mile Rd.; 9.6 miles north of Hwy. 41.,Unknown,2007,2007-08-08 04:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00905,Years,8,-80.88269399669272,25.959784690812494,2007
412,2152,UCFP101,Male,4,"US 41, 1 mile E of Krome Ave",Vehicular trauma,2007,2007-06-27 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00634,Years,6,-80.4616065845427,25.76209018691515,2007
413,2153,UCFP100,Male,2.5,"SR 29, 3 miles S of Immokalee",Vehicular trauma,2007,2007-06-23 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00633,Years,6,-81.36624857474916,26.38135533551674,2007
414,2154,K199,Female,20,"CR 832, 0.6 miles W of Forestry tower",Vehicular trauma,2007,2007-06-23 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00133,Months,6,-81.34430854984792,26.60166678101152,2007
415,2155,UCFP099,Male,13,"SR 82, 0.7 miles W of Sunshine Blvd",Vehicular trauma,2007,2007-06-14 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00632,Months,6,-81.68928887653048,26.571359733285487,2007
416,2156,UCFP098,Male,22,"SR 29, at Jerome wildlife crossing",Vehicular trauma,2007,2007-06-11 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00631,Months,6,-81.34852205007738,25.983422972014385,2007
417,2157,UCFP097,Female,4.5,"Corkscrew Road, near Alico, Lee County",Vehicular trauma,2007,2007-05-14 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00630,Years,5,-81.6917841682177,26.45160740782441,2007
418,2158,UCFP096,Female,3,"US1, 1/2 mile S of Card Sound Rd., Dade Co.",Vehicular trauma,2007,2007-05-09 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00629,Years,5,-80.47432800187858,25.42783238354914,2007
419,2159,K248,Male,17,"FPNWR, Unit12",Unknown,2007,2007-05-03 04:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00805,Days,5,-81.63049302457895,26.199102704816983,2007
420,2160,K247,Female,17,"FPNWR, Unit12",Unknown,2007,2007-05-03 04:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00804,Days,5,-81.43028778791123,26.199904086461597,2007
421,2161,K249,Female,11,In den,Unknown,2007,2007-04-27 04:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00181,Days,4,-81.43031758233424,26.199840791182442,2007
422,2162,UCFP095,Male,2.5,"Walk-in-Water road, Polk County",Vehicular trauma,2007,2007-04-17 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00628,Years,4,-81.4482512845617,27.790732002596766,2007
423,2163,UCFP094,Male,2.5,"I-75, 2 miles E of toll booth 98mm, Collier County",Vehicular trauma,2007,2007-04-03 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00627,Years,4,-81.6308331258472,26.154451299700074,2007
424,2164,UCFP093,Male,2,"I-75, 0.5 miles N Corkscrew Road, Lee County",Vehicular trauma,2007,2007-03-30 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00626,Years,3,-81.78188659977324,26.444082260584963,2007
425,2165,UCFP092,Male,1.5,"US 41, 1.2 miles W of SR 29",Vehicular trauma,2007,2007-03-29 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00625,Years,3,-81.38237696868275,25.9173747763657,2007
426,2166,FP130,Male,4,"I-4, near Osceola, Orange county line. UTM 442,705 3,129,671.  Found in westbound lane.",Vehicular trauma,2007,2007-03-21 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,K150,MN-00392,Years,3,-81.58430443475196,28.291853038432087,2007
427,2167,UCFP091,Male,5,"CR 832, W of Keri tower, OSSF",Vehicular trauma,2007,2007-03-09 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00624,Months,3,-81.34118865864535,26.59954344734634,2007
428,2168,FP134,Male,5.5,"NBCNP, W of L-28, S of pipeline",ISA,2007,2007-01-31 05:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00825,Years,1,-80.94879630319416,26.244133338751684,2007
429,2169,FP100,Male,10,"Miccosukee Reservation,  N of I-75",Unknown,2007,2007-01-25 05:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00903,Years,1,-80.87090636461994,26.22477928083677,2007
430,2170,UCFP090,Female,5,"CR 832, 1mile W of Forestry tower",Vehicular trauma,2007,2007-01-24 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00623,Months,1,-81.36084958221232,26.601291733351193,2007
431,2171,FP116,Female,4.5,"Williams Ranch, Hendry County",ISA,2007,2007-01-10 05:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00916,Years,1,-81.19217007006048,26.291165984550886,2007
432,2172,UCFP089,Male,4,"County Line Road, Collier/Hendry",Vehicular trauma,2006,2006-12-12 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00622,Years,12,-81.2713982738292,26.39582385985284,2006
433,2173,UCFP088,Female,2,"US 41, between Manatee Rd and CR951",Vehicular trauma,2006,2006-11-26 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00621,Years,11,-81.68448529544878,26.054070977184644,2006
434,2174,FP048,Female,15,On Jack Price Land east of 29 near Sunniland; Sunniland mine. Collier County,Unknown,2006,2006-10-30 04:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00877,Years,10,-81.31190942572061,26.278467986875317,2006
435,2175,UCFP087,Male,3,"Corkscrew Rd. near Alico, Lee County",Vehicular trauma,2006,2006-08-24 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00620,Years,8,-81.69581728044987,26.453420689528766,2006
436,2176,UCFP086,Unknown,,"SR 29, 0.6 miles S of Sunniland",Vehicular trauma,2006,2006-07-07 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00619,,7,-81.34201293298712,26.25994327108104,2006
